"a_Name","City","State","Region","Profit_Status_","Year","Total_Revenue","Net_Income","Net_Patient_Revenue","Total_Operating_Expense","Operating_Income","Interest_Expense","Bad_Debt","Total_Assets","Total_Liabilities","Net_Assets_Equity","LongTerm_Liabilities","Current_Assets","Current_Liabilities","Net_Patient_Accounts_Receivable","Total_Operating_Revenue","Cash_and_Cash_Equivalents","Depreciation_and_Amortization","EBITDA_EBIDA","Audited_by"
"Rochester General Health System (NY)","Rochester","NY","Northeast","Not-For-Profit","2011","707410384","34476124","678469059","672934260","25638710","","14866191","674600243","371640427","302959816","253129351","153566611","118511076","72593065","698572970","","","",""
"Rockford Health System (IL)","Rockford","IL","Midwest","Not-For-Profit","2015","230284000","8216000","190301000","222068000","5138000","1048000","7719000","555921000","252995000","302926000","171695000","163433000","81300000","59370000","227206000","50673000","11980000","18166000",""
"Rockford Health System (IL)","Rockford","IL","Midwest","Not-For-Profit","2014","448157000","4513000","385543000","443644000","-1831000","2193000","13210000","547843000","257729000","290114000","174478000","162975000","83251000","64971000","441813000","45085000","23546000","23908000","PWC"
"Rockford Health System (IL)","Rockford","IL","Midwest","Not-For-Profit","2013","447415000","19165000","358093000","428250000","663000","2272000","25082000","542730000","238953000","303777000","161235000","165573000","77718000","66020000","428913000","46244000","22565000","25500000",""
"Rockford Health System (IL)","Rockford","IL","Midwest","Not-For-Profit","2012","429122000","16537000","358819000","412585000","3146000","3050000","22450000","535696000","276122000","259574000","192848000","179886000","83274000","70525000","415731000","","","",""
"Rockford Health System (IL)","Rockford","IL","Midwest","Not-For-Profit","2011","397980000","-15939000","359203000","413919000","-11163000","3557000","20534000","549333000","298238000","251095000","201461000","136948000","96777000","65852000","402756000","","","",""
"Roper St Francis Healthcare (aka CareAlliance Health Services) (SC)","Charleston","SC","South","Not-For-Profit","2013","795506000","56227000","731729000","739279000","16278000","10992000","42281000","914146000","541224000","372922000","370658000","190835000","170566000","103828000","755557000","","","",""
"Roper St Francis Healthcare (aka CareAlliance Health Services) (SC)","Charleston","SC","South","Not-For-Profit","2012","747737000","31519000","707710000","716218000","13593000","12278000","42207000","917753000","575666000","342087000","413889000","188593000","161777000","104944000","729811000","","","",""
"Roper St Francis Healthcare (aka CareAlliance Health Services) (SC)","Charleston","SC","South","Not-For-Profit","2011","682858000","-8210000","694560000","691068000","18415000","14328000","58050000","865144000","541307000","323837000","388360000","179603000","152947000","103484000","709483000","","","",""
"Rush University Medical Center (IL)","Chicago","IL","Midwest","Not-For-Profit","2017","2353473000","155215000","2002772000","2198258000","69540000","21423000","97999000","3817382000","1601639000","2215743000","1018844000","552796000","582795000","309455000","2267798000","99241000","128695000","219658000",""
"Rush University Medical Center (IL)","Chicago","IL","Midwest","Not-For-Profit","2016","2178516000","104819000","1916368000","2073697000","91185000","23627000","64001000","3581303000","1668237000","1913066000","1103255000","582337000","564982000","277088000","2164882000","154927000","108454000","223266000","Deloitte & Touche LLP"
"Rush University Medical Center (IL)","Chicago","IL","Midwest","Not-For-Profit","2015","1977483000","-16936000","1811272000","1994419000","92656000","37580000","68631000","3527131000","1633112000","1894019000","1095907000","505394000","537205000","225330000","2087075000","145812000","122001000","252237000","Deloitte & Touche LLP"
"Rush University Medical Center (IL)","Chicago","IL","Midwest","Not-For-Profit","2014","2019540000","132447000","1719676000","1887093000","82545000","40340000","67665000","3428390000","1483687000","1944703000","957922000","477778000","525765000","211369000","1969638000","139390000","121028000","243913000","Deloitte & Touche LLP"
"Rush University Medical Center (IL)","Chicago","IL","Midwest","Not-For-Profit","2013","1872554000","111004000","1592707000","1761550000","76283000","42167000","62413000","3204583000","1468307000","1736276000","998751000","509365000","469556000","190145000","1837833000","195751000","132330000","250780000","Deloitte & Touche LLP"
"Rush University Medical Center (IL)","Chicago","IL","Midwest","Not-For-Profit","2012","1745113000","67438000","1510815000","1677675000","68985000","29917000","65119000","3070451000","1561867000","1508584000","1095739000","626529000","466128000","249972000","1746660000","","","",""
"Rush University Medical Center (IL)","Chicago","IL","Midwest","Not-For-Profit","2011","1709717000","131466000","1447884000","1578251000","98083000","23053000","64765000","2943532000","1486456000","1457076000","1017733000","578347000","468723000","177323000","1676334000","","","",""
"RWJBarnabas Health, Inc","West Orange","NJ","Northeast","Not-For-Profit","2017","5072235000","571011000","4581894000","4818231000","254004000","64320000","165499000","6581911000","3342628000","3239283000","2326073000","863056000","1016555000","500377000","5389242000","85786000","210534000","528858000",""
"RWJBarnabas Health, Inc","West Orange","NJ","Northeast","Not-For-Profit","2016","3864476000","240622000","3471471000","3623854000","228474000","51046000","185227000","5869806000","3288723000","2581083000","2333219000","890608000","955504000","494929000","3852328000","36136000","146809000","426329000","KPMG"
"Saint Francis Care, Inc (CT)","Hartford","CT","Northeast","Not-For-Profit","2013","715527000","33138000","650335000","682389000","8624000","11601000","20788000","821273000","578006000","243267000","481423000","218908000","96583000","61740000","691013000","","","",""
"Saint Francis Care, Inc (CT)","Hartford","CT","Northeast","Not-For-Profit","2012","677425000","5795000","641607000","671630000","16589000","11965000","19173000","799043000","669070000","129973000","585296000","214667000","83774000","61368000","688219000","","","",""
"Saint Francis Care, Inc (CT)","Hartford","CT","Northeast","Not-For-Profit","2011","729423000","-16053000","689607000","745476000","-3349000","9561000","","822936000","657932000","165004000","564064000","225974000","93868000","68382000","742127000","","","",""
"Saint Francis Health System (OK)","Tulsa","OK","South","Not-For-Profit","2016","1215691766","121226611","1191981407","1094465155","131510580","10058494","88501769","2528736303","419920836","2108815467","259487303","1033664503","160433533","125700829","1225975735","348513906","69261252","210830326","Ernst & Young LLP"
"Saint Francis Health System (OK)","Tulsa","OK","South","Not-For-Profit","2015","1191552888","142165276","1134245050","1049387612","118484407","9992023","93616776","2395332092","415843983","1979488109","276810805","914073259","139033178","124814271","1167872019","266544112","66885002","195361432","Ernst & Young LLP"
"Saint Francis Health System (OK)","Tulsa","OK","South","Not-For-Profit","2014","1175685956","198221870","1071692333","977464086","131286095","10228462","90083665","2266538098","435186498","1831351600","276985699","845467094","158200799","90361226","1108750181","224690372","50673195","192187752","Ernst & Young LLP"
"Saint Francis Health System (OK)","Tulsa","OK","South","Not-For-Profit","2013","1109801642","185783645","1031156532","924017997","135525027","10200153","81370220","2031216310","400129606","1631086704","266425780","790285111","133703826","87295980","1059543024","","","",""
"Saint Francis Health System (OK)","Tulsa","OK","South","Not-For-Profit","2012","1019969938","145027299","983596912","874942639","134236096","9693976","64905234","1828369599","386829029","1441540570","259298106","657745483","127530923","79091620","1009178735","","","",""
"Saint Francis Health System (OK)","Tulsa","OK","South","Not-For-Profit","2011","1029483337","179192827","958397118","850290510","133238304","9745791","51753699","1663969832","369045491","1294924341","259880461","550473877","109165030","66052364","983528814","","","",""
"Saint Peter's Healthcare System (NJ)","New Brunswick","NJ","Northeast","Not-For-Profit","2017","474569000","-10273000","444774000","484842000","-6276000","9627000","15327000","437154000","401822000","35332000","308927000","193766000","92895000","54759000","478566000","15824000","22438000","25789000",""
"Saint Peter's Healthcare System (NJ)","New Brunswick","NJ","Northeast","Not-For-Profit","2016","484879000","6877000","450342000","478002000","5083000","9782000","16385000","446624000","396985000","49639000","314285000","204944000","82700000","61281000","483085000","20737000","24219000","39084000","Ernst & Young LLP"
"Saint Peter's Healthcare System (NJ)","New Brunswick","NJ","Northeast","Not-For-Profit","2015","440070000","1416000","410240000","438654000","1479000","9843000","11165000","432982000","405678000","27304000","323730000","188134000","81948000","57428000","440133000","15315000","23267000","34589000","Ernst & Young LLP"
"Saint Peter's Healthcare System (NJ)","New Brunswick","NJ","Northeast","Not-For-Profit","2014","419678000","4010000","392589000","415668000","3462000","9964000","11498000","432913000","382505000","50408000","306296000","186159000","76209000","58154000","419130000","13526000","21656000","35082000","Ernst & Young LLP"
"Saint Peter's Healthcare System (NJ)","New Brunswick","NJ","Northeast","Not-For-Profit","2013","421536000","-3376000","392794000","424912000","-4695000","10035000","13771000","418825000","314789000","104036000","243840000","89739000","70949000","48088000","420217000","2280000","19765000","25105000","Ernst & Young LLP"
"Saint Peter's Healthcare System (NJ)","New Brunswick","NJ","Northeast","Not-For-Profit","2012","411676000","-2413000","382060000","414089000","-3242000","9283000","14850000","439232000","373798000","65434000","296720000","97496000","77078000","53317000","410847000","","","",""
"Saint Peter's Healthcare System (NJ)","New Brunswick","NJ","Northeast","Not-For-Profit","2011","406809000","-2532000","394080000","409341000","6770000","8479000","13182000","419879000","357251000","62628000","296772000","96228000","60479000","51246000","416111000","","","",""
"Salem Hospital (OR)","Salem","OR","West","Not-For-Profit","2017","814705000","109839000","717452000","704866000","52591000","11419000","39107000","1242333000","394282000","848051000","304193000","127326000","90089000","90452000","757457000","7174000","44943000","108953000",""
"Salem Hospital (OR)","Salem","OR","West","Not-For-Profit","2016","573430000","51808000","522114000","521622000","34140000","9362000","19389000","1155749000","421658000","734091000","323825000","118847000","97833000","79325000","555762000","5413000","31185000","74687000","KPMG"
"Salem Hospital (OR)","Salem","OR","West","Not-For-Profit","2015","691287000","51530000","657292000","639757000","53979000","12837000","26595000","1084307000","402963000","681344000","319124000","111507000","83839000","74010000","693736000","7873000","39687000","106503000","KPMG"
"Salem Hospital (OR)","Salem","OR","West","Not-For-Profit","2014","662059000","59266000","606886000","602793000","26421000","13018000","26416000","1051144000","415353000","635791000","325563000","109638000","89790000","73099000","629214000","4376000","37630000","77069000","KPMG"
"Salem Hospital (OR)","Salem","OR","West","Not-For-Profit","2013","611172000","61293000","552282000","549879000","23490000","12538000","42053000","985226000","408861000","576365000","333920000","103732000","74941000","74866000","573369000","4431000","37984000","74012000","KPMG"
"Salem Hospital (OR)","Salem","OR","West","Not-For-Profit","2012","564025352","32241497","516887814","531783855","6126401","12767904","40698768","917325205","402146891","515178314","328457010","107203125","73689881","74790877","537910256","","","",""
"Salem Hospital (OR)","Salem","OR","West","Not-For-Profit","2011","566067012","24010697","543161979","542056315","21444872","13253933","36141753","880426006","402694085","477731921","335899105","97935615","66794980","74502922","563501187","","","",""
"Salinas Valley Memorial Healthcare System (CA)","Salinas","CA","West","","2013","349970000","27805000","340730000","322165000","23663000","","","457366000","73641000","383725000","22964000","109573000","50677000","46107000","345828000","","","",""
"Salinas Valley Memorial Healthcare System (CA)","Salinas","CA","West","","2012","330875000","5060000","321654000","325815000","171000","","","427913000","71142000","356771000","24262000","67806000","46880000","38939000","325986000","","","",""
"Samaritan Health Partners (OH)","Dayton","OH","Midwest","Not-For-Profit","2014","406492000","1697000","373568000","404795000","-1312000","4951000","5813000","575914000","182641000","393273000","128773000","103139000","53868000","46112000","403483000","29609000","30487000","34126000",""
"Samaritan Health Partners (OH)","Dayton","OH","Midwest","Not-For-Profit","2013","443682000","31633000","382496000","412049000","676000","5391000","7583000","586665000","185806000","400859000","136974000","118598000","48832000","48265000","412725000","21191000","31167000","37234000",""
"Samaritan Health Partners (OH)","Dayton","OH","Midwest","Not-For-Profit","2012","458073000","22531000","408748000","435542000","5582000","5709000","11804000","536864000","194515000","342349000","136292000","103525000","58223000","54071000","441124000","18372000","32754000","44045000",""
"Samaritan Health Partners (OH)","Dayton","OH","Midwest","Not-For-Profit","2011","426586000","14065000","419605000","412521000","32315000","5946000","11634000","528613000","216403000","312210000","142887000","99856000","73516000","49099000","444836000","23011000","29980000","68241000",""
"Samaritan Health Services (OR)","Corvallis","OR","West","Not-For-Profit","2017","1112980000","15024000","640578000","1097956000","3830000","8583000","13039000","857618000","479734000","377884000","298564000","315613000","181170000","75745000","1101786000","156721000","31816000","44229000",""
"Samaritan Health Services (OR)","Corvallis","OR","West","Not-For-Profit","2016","1067586000","1601000","630862000","1065985000","-1273000","9528000","13478000","848719000","497928000","350791000","319497000","296778000","178431000","75916000","1064712000","145835000","31779000","40034000",""
"Samaritan Health Services (OR)","Corvallis","OR","West","Not-For-Profit","2015","1016602000","50519000","607366000","966083000","42871000","9035000","6178000","769011000","427032000","341979000","260741000","312652000","166291000","79195000","1008954000","170096000","29884000","81790000","KPMG"
"Samaritan Health Services (OR)","Corvallis","OR","West","Not-For-Profit","2014","909554000","26620000","540163000","882934000","21881000","8673000","15386000","717000000","424180000","292820000","262885000","320761000","161295000","63522000","904815000","206525000","29289000","59843000","KPMG"
"Samaritan Health Services (OR)","Corvallis","OR","West","Not-For-Profit","2013","771823000","-4734000","530894000","776557000","-9691000","8107000","26665000","634068000","349304000","284764000","226267000","264202000","123037000","82288000","766866000","141202000","28949000","27365000","KPMG"
"Samaritan Health Services (OR)","Corvallis","OR","West","Not-For-Profit","2012","739417000","13498000","526857000","725919000","4492000","7858000","30615000","610485000","343485000","267000000","227999000","259015000","115486000","60030000","730411000","","","",""
"Samaritan Health Services (OR)","Corvallis","OR","West","Not-For-Profit","2011","745433000","34933000","516524000","710500000","3727000","7789000","32782000","576395000","323736000","252659000","219488000","237953000","104248000","60697000","714227000","","","",""
"San Juan Regional Medical Center (NM)","Farmington","NM","West","Not-For-Profit","2017","318137135","12659248","300480264","305359319","","1679210","15344743","400856063","111118126","289737937","67946948","133824192","43171248","46718748","318018567","28098040","12362260","",""
"San Juan Regional Medical Center (NM)","Farmington","NM","West","Not-For-Profit","2016","306331418","12004802","297244459","294326616","9733306","1885443","16276154","373765974","92183744","281582230","47054603","118274378","45129141","39947954","304059922","49270553","13052442","24671191","BKD"
"San Juan Regional Medical Center (NM)","Farmington","NM","West","Not-For-Profit","2015","280377127","12647056","269398232","267730071","10811483","2542770","20869966","364958959","99766307","265192652","48856949","110564040","50909358","38825705","278541554","45648807","13430025","26784278","BKD"
"San Juan Regional Medical Center (NM)","Farmington","NM","West","Not-For-Profit","2014","260048384","9659417","240932800","250388967","779797","2361639","33012856","359136612","109781005","249355607","68818291","85946563","40962714","37215637","251168764","29800419","13866207","17007643","BKD"
"San Juan Regional Medical Center (NM)","Farmington","NM","West","Not-For-Profit","2013","254611533","6481776","243079266","248129757","6481776","2507905","30679458","354694453","115126545","239567908","74526817","77816657","40599728","33176664","254611533","","","",""
"San Juan Regional Medical Center (NM)","Farmington","NM","West","Not-For-Profit","2012","251100725","5027452","243036720","246073273","5027452","2868574","25608360","352011198","118925066","233086132","80478926","73980209","38446140","33327747","251100725","","","",""
"San Juan Regional Medical Center (NM)","Farmington","NM","West","Not-For-Profit","2011","247479750","13534518","231960097","233945232","13534518","2555932","31179036","340920172","113933101","226987071","82572831","65566213","31360270","29345237","247479750","","","",""
"Sanford Health (SD)","Sioux Falls","SD","Midwest","Not-For-Profit","2017","4416216000","156623000","3150620000","4259593000","151452000","27467000","118709000","4235998000","1772479000","2463519000","1219132000","899048000","553347000","491066000","4411045000","101483000","151287000","330206000",""
"Sanford Health (SD)","Sioux Falls","SD","Midwest","Not-For-Profit","2016","4243159000","142198000","3034443000","4100961000","130444000","27763000","93624000","4065072000","1785974000","2279098000","1197021000","926466000","588953000","515026000","4231405000","191562000","155053000","313260000","Deloitte & Touche LLP"
"Sanford Health (SD)","Sioux Falls","SD","Midwest","Not-For-Profit","2015","3694992000","169042000","2940943000","3525950000","195160000","29765000","145574000","3690755000","1525927000","2164828000","1029064000","800903000","496863000","550448000","3721110000","102841000","157420000","382345000","Deloitte & Touche LLP"
"Sanford Health (SD)","Sioux Falls","SD","Midwest","Not-For-Profit","2014","3298637000","117986000","2778037000","3180651000","110021000","30128000","165461000","3263555000","1256705000","2006850000","842716000","793101000","413989000","566393000","3290672000","80001000","157555000","297704000",""
"Sanford Health (SD)","Sioux Falls","SD","Midwest","Not-For-Profit","2013","3208625000","133569000","2668812000","3075056000","30846000","31466000","130467000","3150944000","1267821000","1883123000","871013000","721821000","396808000","526867000","3105902000","85426000","154722000","217034000",""
"Sanford Health (SD)","Sioux Falls","SD","Midwest","Not-For-Profit","2012","2528787000","91356000","2200932000","2437431000","79314000","28258000","99782000","2765466000","1077743000","1687723000","740912000","594718000","336831000","448100000","2516745000","","","",""
"Sanford Health (SD)","Sioux Falls","SD","Midwest","Not-For-Profit","2011","2317453000","149202000","1950026000","2168251000","62724000","26421000","81946000","2596181000","980796000","1615385000","663652000","517185000","317144000","342875000","2230975000","","","",""
"Sarasota Memorial Health Care System (FL)","Sarasota","FL","South","Not-For-Profit","2017","830637289","991907710","772201300","731446519","61632469","14260410","163278669","1619041721","613609269","1033775073","478248758","136022591","135360511","77778468","793078988","27823710","42522959","118415838",""
"Sarasota Memorial Health Care System (FL)","Sarasota","FL","South","Not-For-Profit","2016","783968876","106950020","702550286","677018856","42412920","14020033","125863304","1602617096","668703134","933913962","537375947","114844434","131327187","69262406","719431776","18098274","39320638","81733558","KPMG"
"Sarasota Memorial Health Care System (FL)","Sarasota","FL","South","Not-For-Profit","2015","714009196","122804554","644374041","591204642","70601282","13759733","114022502","1489082994","663183170","825899824","539863760","129643079","123319410","67994635","661805924","36490629","37858112","108459394","KPMG"
"Sarasota Memorial Health Care System (FL)","Sarasota","FL","South","Not-For-Profit","2014","633411438","83553920","569585434","549857518","40271023","13795775","85672383","1362821519","663338262","699483257","541635664","140030189","121702598","63082807","590128541","51859775","37406516","77677539","KPMG"
"Sarasota Memorial Health Care System (FL)","Sarasota","FL","South","Not-For-Profit","2013","504336851","-8716426","491358369","513053277","-584521","9159500","79484302","1358995743","624326547","734669196","492115012","102165124","132211535","45656289","512468756","32326806","34828117","34243596",""
"Sarasota Memorial Health Care System (FL)","Sarasota","FL","South","Not-For-Profit","2012","555938823","60337619","472485789","495601204","-2145398","8983728","69930326","1303713999","603424356","700289643","493439670","119401922","109984686","43130390","493455806","","","",""
"Sarasota Memorial Health Care System (FL)","Sarasota","FL","South","Not-For-Profit","2011","566958801","57719497","499562185","509239304","11341640","11213312","70158977","1298138161","617631736","680506425","510947480","108293081","106684256","49123921","520580944","","","",""
"Scott & White Health Care System ( Merged with Baylor) (TX)","Temple","TX","South","Not-For-Profit","2013","2058438000","-57820000","1917124000","2116258000","-54037000","23165000","225660000","2440644000","1583104000","857540000","1281167000","447311000","301937000","178119000","2062221000","","","",""
"Scott & White Health Care System ( Merged with Baylor) (TX)","Temple","TX","South","Not-For-Profit","2012","1998215000","16058000","1938487000","1982157000","65006000","27163000","214794000","2366176000","1490951000","875225000","1263033000","480607000","227918000","213278000","2047163000","","","",""
"Scott & White Health Care System ( Merged with Baylor) (TX)","Temple","TX","South","Not-For-Profit","2011","1958789000","92106000","1826841000","1866683000","52045000","26727000","169303000","2333409000","1493818000","839591000","1187366000","467029000","306452000","194039000","1918728000","","","",""
"Scripps Health (CA)","San Diego","CA","West","Not-For-Profit","2017","3203823000","351817000","2177000000","2852006000","68351000","24493000","47632000","5294172000","1568488000","3725684000","1113120000","890564000","455368000","368899000","2920357000","356903000","161673000","254517000",""
"Scripps Health (CA)","San Diego","CA","West","Not-For-Profit","2016","3051126000","283813000","2153878000","2767313000","142823000","24784000","46186000","4950976000","1611067000","3339909000","1018889000","780345000","592178000","302622000","2910136000","314891000","146036000","313643000","Ernst & Young LLP"
"Scripps Health (CA)","San Diego","CA","West","Not-For-Profit","2015","2716711000","81305000","2180613000","2635406000","143511000","21021000","40175000","4480133000","1432706000","3047427000","991407000","809471000","441299000","277073000","2778917000","378779000","130154000","294686000","Ernst & Young LLP"
"Scripps Health (CA)","San Diego","CA","West","Not-For-Profit","2014","2703555000","293522000","2109566000","2410033000","154782000","15266000","53702000","4297932000","1339785000","2958147000","959367000","715978000","380418000","243138000","2564815000","367175000","102455000","272503000","Ernst & Young LLP"
"Scripps Health (CA)","San Diego","CA","West","Not-For-Profit","2013","2790251000","371987000","2148416000","2418264000","190955000","14683000","59253000","4028210000","1386707000","2641503000","1281167000","927411000","402169000","274154000","2609219000","530648000","98923000","304561000",""
"Scripps Health (CA)","San Diego","CA","West","Not-For-Profit","2012","2740821000","410181000","2126289000","2330640000","233194000","11997000","71863000","3636105000","1393596000","2242509000","1263033000","938884000","401649000","261057000","2563834000","","","",""
"Scripps Health (CA)","San Diego","CA","West","Not-For-Profit","2011","2438578000","205649000","2042231000","2232929000","218259000","13642000","90841000","2889544000","1086427000","1803117000","1187366000","815700000","372259000","224745000","2451188000","","","",""
"Seattle Cancer Care Alliance (WA)","Seattle","WA","West","Not-For-Profit","2017","571597000","44755000","516083000","526842000","21321000","3342000","1613000","593130000","153861000","439269000","104015000","433846000","49846000","62954000","548163000","40607000","22308000","46971000",""
"Seattle Cancer Care Alliance (WA)","Seattle","WA","West","Not-For-Profit","2016","528711000","55021000","494501000","473690000","51524000","3306000","1969000","555904000","162424000","393480000","107655000","399144000","54769000","61157000","525214000","27270000","21380000","76210000","KPMG"
"Seattle Cancer Care Alliance (WA)","Seattle","WA","West","Not-For-Profit","2015","458736000","17219000","447446000","441517000","34404000","4318000","2728000","523791000","187969000","335822000","112236000","367908000","75733000","56036000","475921000","42996000","18918000","57640000","KPMG"
"Seattle Cancer Care Alliance (WA)","Seattle","WA","West","Not-For-Profit","2014","442917000","34762000","406181000","408155000","27073000","6345000","1683000","488899000","170708000","318191000","99653000","345655000","71055000","47442000","435228000","37616000","15915000","49333000","KPMG"
"Seattle Cancer Care Alliance (WA)","Seattle","WA","West","Not-For-Profit","2013","370397000","6578000","367449000","363819000","29912000","6430000","1757000","440985000","157923000","283062000","101492000","295071000","56431000","46672000","393731000","","","",""
"Seattle Cancer Care Alliance (WA)","Seattle","WA","West","Not-For-Profit","2012","355080000","30364000","321921000","324716000","21862000","6505000","3324000","415597000","153585000","262012000","103179000","258197000","50406000","39982000","346578000","","","",""
"Seattle Cancer Care Alliance (WA)","Seattle","WA","West","Not-For-Profit","2011","324597000","22058000","297382000","302539000","17098000","6656000","789000","404530000","160392000","244138000","107011000","233130000","53381000","48064000","319637000","","","",""
"Seattle Children's Healthcare System (WA)","Seattle","WA","West","Not-For-Profit","2017","1556103000","239628000","1183257000","1316475000","109663000","25062000","1168000","3913177000","994555000","2918622000","753110000","433277000","241535000","226611000","1426138000","60210000","80204000","214929000",""
"Seattle Children's Healthcare System (WA)","Seattle","WA","West","Not-For-Profit","2016","1439595000","255128000","1133901000","1184467000","182558000","25179000","2901000","3489774000","873842000","2620283000","651955000","346631000","221887000","185581000","1367025000","43859000","73519000","281796000","KPMG"
"Seattle Children's Healthcare System (WA)","Seattle","WA","West","Not-For-Profit","2015","1246591000","155620000","1086800000","1090971000","192625000","22328000","2106000","3176609000","847687000","2328922000","681252000","295939000","166435000","188653000","1283596000","31122000","64691000","279644000","KPMG"
"Seattle Children's Healthcare System (WA)","Seattle","WA","West","Not-For-Profit","2014","1213150000","223139000","983456000","990011000","175850000","22781000","1332000","2900013000","738596000","2161417000","560806000","278973000","177790000","180143000","1165861000","27161000","62130000","260761000","KPMG"
"Seattle Children's Healthcare System (WA)","Seattle","WA","West","Not-For-Profit","2013","1091694000","186706000","881146000","904988000","128024000","19191000","2464000","2550146000","713658000","1836488000","574208000","228427000","139450000","137801000","1033012000","34073000","61007000","208222000",""
"Seattle Children's Healthcare System (WA)","Seattle","WA","West","Not-For-Profit","2012","1037779000","201728000","813244000","836051000","145682000","17054000","2287000","2358966000","752025000","1606941000","595261000","220008000","156764000","141314000","981733000","22854000","58010000","220746000",""
"Seattle Children's Healthcare System (WA)","Seattle","WA","West","Not-For-Profit","2011","857635000","64225000","707937000","793410000","64749000","19528000","2982000","2064828000","683651000","1381177000","548765000","184363000","134886000","107696000","858159000","21417000","56006000","140283000",""
"Select Medical Holdings Corporation (PA)","Mechanicsburg","PA","Northeast","For-Profit","2017","4464657000","220645000","","7087725000","355878000","154703000","79491000","5127166000","3553744000","932604000","2948341000","920826000","605403000","691732000","4443603000","122549000","160011000","515889000",""
"Select Medical Holdings Corporation (PA)","Mechanicsburg","PA","Northeast","For-Profit","2016","4097815000","125270000","","3917081000","299847000","170081000","69093000","4944395000","4038496000","905899000","3466861000","808068000","571635000","573752000","4216928000","99029000","145311000","615239000","PWC"
"Select Medical Holdings Corporation (PA)","Mechanicsburg","PA","Northeast","For-Profit","2015","3617006000","135996000","","3408574000","274790000","112816000","59372000","4426666000","3518149000","908517000","2780460000","749154000","737689000","603558000","3683364000","14435000","104981000","492587000","PWC"
"Select Medical Holdings Corporation (PA)","Mechanicsburg","PA","Northeast","For-Profit","2014","2939738000","128175000","","2735941000","284476000","85446000","44600000","2924809000","2149569000","775240000","1755145000","527644000","394424000","444269000","3020417000","3354000","68354000","438276000","PWC"
"Select Medical Holdings Corporation (PA)","Mechanicsburg","PA","Northeast","For-Profit","2013","2834590000","123009000","","2636789000","301436000","87364000","37423000","2817622000","1998980000","818642000","1627456000","454402000","371524000","391319000","2938225000","4319000","64392000","453192000",""
"Select Medical Holdings Corporation (PA)","Mechanicsburg","PA","Northeast","For-Profit","2012","2855660000","153893000","","2573055000","336859000","","39055000","2761361000","2015883000","745478000","1642617000","453663000","373266000","359929000","2909914000","","","",""
"Select Medical Holdings Corporation (PA)","Mechanicsburg","PA","Northeast","For-Profit","2011","2677518000","112762000","","2493788000","310719000","322000000","51347000","2772147000","1925809000","846338000","1541871000","483410000","383938000","413743000","2804507000","","","",""
"Self Regional Healthcare (SC)","Greenwood","SC","South","Not-For-Profit","2017","405124666","11634104","397515391","393490562","12372758","6611448","39727000","758219172","221055636","532375169","163875766","81144915","57179870","54218331","405863320","15821412","25098660","37471418",""
"Self Regional Healthcare (SC)","Greenwood","SC","South","Not-For-Profit","2016","397510696","30826100","351022846","366684596","21584302","6262204","48099000","783973199","262700969","521272230","201548592","86144126","61152377","58857462","388268898","13222268","26123376","47707678",""
"Self Regional Healthcare (SC)","Greenwood","SC","South","Not-For-Profit","2015","359959676","26484926","332367932","333474750","22075425","5437694","42835000","748645319","257603839","491041480","206899122","73134643","50704717","47830886","355550175","13990996","27917215","49992640",""
"Self Regional Healthcare (SC)","Greenwood","SC","South","Not-For-Profit","2014","346951906","13656964","331508315","333294942","17629636","5634144","52326000","721039726","256292834","464746892","206978355","76351870","49314479","49234154","350924578","15540256","28180771","45810407",""
"Self Regional Healthcare (SC)","Greenwood","SC","South","Not-For-Profit","2013","349167396","27981070","343253459","321186326","39043383","7532395","56394000","705501694","225475964","480025730","165698148","87158833","59777816","49147481","360229709","","","",""
"Self Regional Healthcare (SC)","Greenwood","SC","South","Not-For-Profit","2012","363628492","41663106","342030608","321965386","34168847","6667169","44837000","662258574","209949543","452309031","158330271","70167212","51619272","46144159","356134233","","","",""
"Self Regional Healthcare (SC)","Greenwood","SC","South","Not-For-Profit","2011","377895330","55859673","364587828","322035657","54613990","7014616","43593000","613946190","200415328","413530862","157489540","63436791","42925788","36047097","376649647","","","",""
"Sentara Healthcare (VA)","Norfolk","VA","South","Not-For-Profit","2017","5679730000","626001000","3595204000","5053729000","244132000","37672000","430869000","7433023000","2632712000","4800311000","1341427000","2223605000","1291285000","666596000","5297861000","704621000","206149000","487953000",""
"Sentara Healthcare (VA)","Norfolk","VA","South","Not-For-Profit","2016","5219155000","369558000","3463648000","4849597000","233812000","40136000","343411000","6657543000","2447422000","4210121000","1543455000","1815115000","903967000","652827000","5083409000","642786000","210196000","484144000","KPMG"
"Sentara Healthcare (VA)","Norfolk","VA","South","Not-For-Profit","2015","4791214000","220081000","3262654000","4571133000","262779000","41071000","245283000","6394527000","2515261000","3879266000","1591437000","1735572000","923824000","579261000","4833912000","741533000","196230000","500080000","KPMG"
"Sentara Healthcare (VA)","Norfolk","VA","South","Not-For-Profit","2014","4787063000","366041000","3055259000","4421022000","273357000","43394000","212071000","6150611000","2411116000","3739495000","1572918000","1698019000","838198000","526709000","4694379000","743005000","187944000","504695000","KPMG"
"Sentara Healthcare (VA)","Norfolk","VA","South","Not-For-Profit","2013","4688760000","611814000","2736162000","4076946000","221780000","42484000","249048000","5854479000","2271215000","3583264000","1486990000","1708875000","784225000","445862000","4298726000","936370000","173891000","438155000",""
