"Year","AHA.ID","Medicare.Provider.ID","Hospital.Name","Address.1.(physical)","City.Name.(physical)","State.(physical)","Zip.code.(physical)","Beginning.of.reporting.period","Days.open.during.reporting.period","End.of.reporting.period","Open.12.full.months.before.end.of.reporting.period","System.member","System.ID","System.Name","System.City","System.State","System.Zip","Total.hospital.beds","Admissions","Inpatient.Days","Surgical.operations.(inpatient)","Emergency.room.visits","Other.outpatient.visits.(non.ER)","Surgical.operations.(outpatient)","Total.outpatient.visits","Total.Medicaid.days","Total.Medicaid.discharges","Total.Medicare.days","Total.Medicare.discharges","Paid.on.capitated.basis","Paid.on.shared.risk.basis","Physicians.and.dentists.(FT)","Total.personnel.(FT)","Total.(NE)","Total.(TE)","Total.(TG)","Total.(TC)","Total.(TP)"
"2012","6918055","500141","St. Francis Hospital","34515 Ninth Avenue South","Federal Way","WA","98003-6799","7/1/2011",366,"6/30/2012","Y","Y","5990092","Catholic Health Initiatives","Englewood","CO","80112-5202",124,9074,30429,2128,47584,74054,4910,121638,6220,1944,11157,2968,"","",22,1051,"","","","",""
"2012","6919025","501313","Cascade Medical Center","817 Commercial Street","Leavenworth","WA","98826-1316","1/1/2012",366,"12/31/2012","Y","","","","","","",9,280,1400,0,2460,52131,0,54591,10,3,1218,148,"0","0",6,79,"0","10","2","0","12"
"2012","6919030","501319","Morton General Hospital","521 Adams Avenue","Morton","WA","98356-9323","1/1/2012",366,"12/31/2012","Y","","","","","","",25,357,6377,57,5062,22643,324,27705,3674,64,1544,218,"0","0",4,148,"1","13","79","13","106"
"2012","6919096","500152","Swedish/Issaquah","751 NE Blakely Drive","Issaquah","WA","98029-6201","1/1/2012",366,"12/31/2012","Y","Y","5990871","Swedish Health Services","Seattle","WA","98122-4379",49,4538,11019,167,14172,59055,799,73227,1873,769,6204,2446,"","",6,198,"","","","",""
"2012","6920003","380007","Legacy Emanuel Hospital and Health Center","2801 North Gantenbein Avenue","Portland","OR","97227-1674","4/1/2011",366,"3/31/2012","Y","Y","5992755","Legacy Health","Portland","OR","97209-1503",419,18589,97966,6313,56601,475412,9218,532013,34045,6045,22237,3752,"","",139,2506,"0","159","335","0","494"
"2012","6920004","380021","Tuality Healthcare","335 SE Eighth Avenue","Hillsboro","OR","97123-4246","10/1/2011",366,"9/30/2012","Y","","","","","","",148,4854,21950,1044,42354,208594,3717,250948,2797,1019,13333,2365,"0","15",41,911,"104","47","41","0","192"
"2012","6920005","380002","Three Rivers Medical Center","500 SW Ramsey Avenue","Grants Pass","OR","97527-5554","10/1/2011",366,"9/30/2012","Y","Y","5990094","Asante Health System","Medford","OR","97504-8170",107,6798,21113,2090,38560,181203,1569,219763,3709,1400,12775,3832,"0","0",0,331,"110","19","23","0","152"
"2012","6920007","382004","Vibra Specialty Hospital of Portland","10300 NE Hancock Street","Portland","OR","97220-3831","",0,"","","Y","5990299","Vibra Healthcare","Mechanicsburg","PA","17055-4920",60,1777,11929,0,0,13264,184,13264,685,60,9223,1410,"","",1,181,"","","","",""
"2012","6920010","380022","Samaritan Albany General Hospital","1046 West Sixth Avenue","Albany","OR","97321-1999","1/1/2012",366,"12/31/2012","Y","Y","5990186","Samaritan Health Services","Corvallis","OR","97330-3737",70,3366,9940,1195,24711,143831,5670,168542,2478,677,5153,1570,"0","0",51,639,"45","61","18","0","124"
"2012","6920015","381320","Columbia Memorial Hospital","2111 Exchange Street","Astoria","OR","97103-3329","1/1/2012",366,"12/31/2012","Y","","","","","","",25,1498,4221,422,13124,106032,2107,119156,1065,495,2320,771,"0","0",12,336,"94","11","17","0","122"
"2012","6920025","380005","Asante Ashland Community Hospital","280 Maple Street","Ashland","OR","97520-1593","7/1/2011",366,"6/30/2012","Y","Y","5990094","Asante Health System","Medford","OR","97504-8170",36,1514,5078,637,8171,50110,1829,58281,1220,540,2757,703,"0","0",14,251,"94","14","102","0","210"
"2012","6920045","380091","Kaiser Permanente Sunnyside Medical Center","10180 SE Sunnyside Road","Clackamas","OR","97015-8970","1/1/2012",366,"12/31/2012","Y","Y","5992105","Kaiser Foundation Hospitals","Oakland","CA","94612-3600",283,19337,69655,9817,55531,11535,1146,67066,2154,582,33284,8230,"0","0",134,1689,"3","681","42","45","771"
"2012","6920051","380102","PeaceHealth Sacred Heart Medical Center at RiverBend","3333 Riverbend Drive","Springfield","OR","97477-8800","7/1/2011",366,"6/30/2012","Y","Y","5995415","PeaceHealth","Vancouver","WA","98683",379,23773,98960,9658,53215,43993,5672,97208,18150,4180,49032,10921,"","",41,1629,"","","","","487"
"2012","6920060","381315","Saint Alphonsus Medical Center - Baker City","3325 Pocahontas Road","Baker City","OR","97814-1464","7/1/2011",366,"6/30/2012","Y","Y","5990219","Trinity Health","Livonia","MI","48152-7031",55,1149,13450,217,7574,27645,563,35219,8699,259,2392,649,"0","0",10,225,"20","10","25","3","58"
"2012","6920065","381304","Southern Coos Hospital and Health Center","900 11th Street SE","Bandon","OR","97411-9114","7/1/2011",366,"6/30/2012","Y","","","","","","",19,357,1528,23,3950,12117,188,16067,70,26,693,225,"0","0",0,101,"6","0","15","5","26"
"2012","6920070","380047","St. Charles Medical Center - Bend","2500 NE Neff Road","Bend","OR","97701-6015","1/1/2012",366,"12/31/2012","Y","Y","5990250","St. Charles Health System, Inc.","Bend","OR","97701-6015",260,14478,58753,7610,34888,139098,7215,173986,12271,3209,28598,6632,"0","0",34,1605,"0","52","0","0","417"
"2012","6920075","381307","Harney District Hospital","557 West Washington Street","Burns","OR","97720-1497","7/1/2011",366,"6/30/2012","Y","","","","","","",20,392,1560,25,2894,15233,386,18127,173,69,1018,209,"3","4",2,106,"28","2","20","7","57"
"2012","6920105","381312","Coquille Valley Hospital","940 East Fifth Street","Coquille","OR","97423-1699","7/1/2011",366,"6/30/2012","Y","","","","","","",25,557,1877,148,4845,17649,448,22494,95,45,925,396,"0","0",4,111,"23","4","6","4","37"
"2012","6920110","380014","Good Samaritan Regional Medical Center","3600 NW Samaritan Drive","Corvallis","OR","97330-3737","1/1/2012",366,"12/31/2012","Y","Y","5990186","Samaritan Health Services","Corvallis","OR","97330-3737",165,9355,40281,4093,23553,197066,6678,220619,4372,973,17615,4069,"0","0",90,1253,"163","107","31","0","301"
"2012","6920125","381301","PeaceHealth Cottage Grove Community Medical Center","1515 Village Drive","Cottage Grove","OR","97424-9700","7/1/2011",366,"6/30/2012","Y","Y","5995415","PeaceHealth","Vancouver","WA","98683",14,346,931,0,11351,26491,0,37842,86,36,708,255,"0","0",4,59,"0","21","4","0","73"
"2012","6920130","381308","West Valley Hospital","525 SE Washington Street","Dallas","OR","97338-2834","10/1/2011",366,"9/30/2012","Y","Y","5990403","Salem Health","Salem","OR","97309-5014",6,148,534,0,12552,57877,124,70429,20,8,385,120,"0","0",4,80,"15","4","21","0","40"
"2012","6920140","381306","Wallowa Memorial Hospital","601 Medical Parkway","Enterprise","OR","97828-5124","7/1/2011",366,"6/30/2012","Y","","","","","","",57,584,8836,102,2151,16494,242,18645,4535,72,841,244,"0","0",1,101,"44","1","0","0","45"
"2012","6920160","380033","PeaceHealth Sacred Heart Medical Center, University District","1255 Hilyard Street","Eugene","OR","97401-3700","7/1/2011",366,"6/30/2012","Y","Y","5995415","PeaceHealth","Vancouver","WA","98683",104,2606,19387,0,25593,83405,0,108998,4426,580,8971,1169,"0","6",1,167,"0","104","21","0","278"
"2012","6920163","381316","PeaceHealth Peace Harbor Medical Center","400 Ninth Street","Florence","OR","97439-7398","7/1/2011",366,"6/30/2012","Y","Y","5995415","PeaceHealth","Vancouver","WA","98683",21,970,3485,390,8165,90470,1189,98635,273,113,2264,596,"0","0",26,286,"0","42","0","0","42"
"2012","6920165","381322","Curry General Hospital","94220 Fourth Street","Gold Beach","OR","97444-7756","7/1/2011",366,"6/30/2012","Y","","","","","","",22,711,2246,201,3587,50237,704,53824,368,137,1477,375,"0","0",7,161,"24","8","82","0","114"
"2012","6920172","381310","Pioneer Memorial Hospital","564 East Pioneer Drive","Heppner","OR","97836-7318","7/1/2011",366,"6/30/2012","Y","","","","","","",21,68,2744,0,846,4678,0,5524,1081,5,440,49,"0","0",2,51,"0","3","5","1","9"
"2012","6920173","380025","Legacy Mount Hood Medical Center","24800 SE Stark","Gresham","OR","97030-3378","4/1/2011",366,"3/31/2012","Y","Y","5992755","Legacy Health","Portland","OR","97209-1503",91,5410,17988,1225,42348,34126,3018,76474,3866,1286,8666,2195,"0","0",1,383,"0","25","125","0","150"
"2012","6920175","381325","Good Shepherd Health Care System","610 NW 11th Street","Hermiston","OR","97838-6601","7/1/2011",366,"6/30/2012","Y","","","","","","",25,1750,4988,900,18903,44765,2457,63668,1683,813,2308,689,"0","0",8,315,"24","22","0","0","46"
"2012","6920190","381318","Providence Hood River Memorial Hospital","811 13th Street","Hood River","OR","97031-1204","1/1/2012",366,"12/31/2012","Y","Y","5990344","Providence Health & Services","Renton","WA","98057-9016",25,1661,4413,478,8946,142865,2374,151811,1607,675,2187,704,"0","0",19,275,"0","60","4","8","230"
"2012","6920195","381305","Blue Mountain Hospital","170 Ford Road","John Day","OR","97845-2009","7/1/2011",366,"6/30/2012","Y","Y","5990585","HealthTech Management Services","Franklin","TN","37027",64,402,10944,45,2764,21718,314,24482,7719,70,1017,241,"0","0",6,118,"37","5","0","0","42"
"2012","6920207","380050","Sky Lakes Medical Center","2865 Daggett Avenue","Klamath Falls","OR","97601-1106","10/1/2011",366,"9/30/2012","Y","","","","","","",100,5584,20341,2805,19676,217120,3616,236796,3441,1050,11805,2797,"1","10",29,779,"0","34","0","127","161"
"2012","6920210","381321","Grande Ronde Hospital","900 Sunset Drive","La Grande","OR","97850-1387","5/1/2011",366,"4/30/2012","Y","","","","","","",25,1386,5236,567,13013,67389,1648,80402,718,277,3153,758,"0","0",22,275,"11","35","52","0","98"
"2012","6920231","381309","Lake District Hospital","700 South 'J' Street","Lakeview","OR","97630-1679","7/1/2011",366,"6/30/2012","Y","","","","","","",60,498,9733,63,3396,24150,358,27546,6382,84,1241,249,"0","0",0,108,"5","0","2","5","12"
"2012","6920241","381323","Samaritan Lebanon Community Hospital","525 North Santiam Highway","Lebanon","OR","97355-4363","1/1/2012",366,"12/31/2012","Y","Y","5990186","Samaritan Health Services","Corvallis","OR","97330-3737",25,1786,5224,445,17570,123622,2518,141192,1359,396,2878,863,"0","0",35,322,"53","39","24","0","116"
"2012","6920242","381324","St. Charles Madras","470 NE 'A' Street","Madras","OR","97741-1844","7/1/2011",366,"6/30/2012","Y","Y","5990250","St. Charles Health System, Inc.","Bend","OR","97701-6015",25,946,3269,162,10683,14721,505,25404,1201,328,1751,360,"0","0",5,185,"50","5","3","2","60"
"2012","6920243","381302","Samaritan North Lincoln Hospital","3043 NE 28th Street","Lincoln City","OR","97367-4518","1/1/2012",366,"12/31/2012","Y","Y","5990186","Samaritan Health Services","Corvallis","OR","97330-3737",25,1104,3043,285,10032,75989,998,86021,796,323,1504,516,"0","0",5,212,"9","15","0","0","24"
"2012","6920270","380071","Willamette Valley Medical Center","2700 SE Stratus Avenue","Mcminnville","OR","97128-6255","1/1/2012",366,"12/31/2012","Y","Y","5990337","Capella Healthcare","Franklin","TN","37067-2662",88,4025,12823,1349,25176,91788,3268,116964,1831,697,7970,2181,"1","0",24,376,"15","35","16","117","131"
"2012","6920280","380018","Rogue Valley Medical Center","2825 East Barnett Road","Medford","OR","97504-8332","10/1/2011",366,"9/30/2012","Y","Y","5990094","Asante Health System","Medford","OR","97504-8170",307,14510,68334,5431,38656,321123,3672,359779,14015,2631,36021,7501,"0","0",2,846,"341","26","15","6","388"
"2012","6920290","380075","Providence Medford Medical Center","1111 Crater Lake Avenue","Medford","OR","97504-6241","1/1/2012",366,"12/31/2012","Y","Y","5990344","Providence Health & Services","Renton","WA","98057-9016",124,6399,24772,1786,32010,263624,7399,295634,4147,1259,14814,3648,"0","0",11,697,"0","77","32","34","369"
"2012","6920296","380082","Providence Milwaukie Hospital","10150 SE 32nd Avenue","Milwaukie","OR","97222-6516","1/1/2012",366,"12/31/2012","Y","Y","5990344","Providence Health & Services","Renton","WA","98057-9016",63,3111,9166,615,32605,167054,5204,199659,2198,814,4806,1558,"0","0",0,285,"0","28","1","5","390"
"2012","6920315","380037","Providence Newberg Medical Center","1001 Providence Drive","Newberg","OR","97132-7485","1/1/2012",366,"12/31/2012","Y","Y","5990344","Providence Health & Services","Renton","WA","98057-9016",40,2339,7016,437,18809,178383,3388,197192,1579,555,3488,1069,"0","0",0,268,"0","48","2","10","277"
"2012","6920325","381314","Samaritan Pacific Communities Hospital","930 SW Abbey Street","Newport","OR","97365-4820","1/1/2012",366,"12/31/2012","Y","Y","5990186","Samaritan Health Services","Corvallis","OR","97330-3737",25,1393,4193,319,13345,72831,1943,86176,1118,436,2174,673,"0","0",14,291,"16","18","14","0","48"
"2012","6920327","380090","Bay Area Hospital","1775 Thompson Road","Coos Bay","OR","97420-2198","7/1/2011",366,"6/30/2012","Y","","","","","","",126,6005,21824,1831,25365,47081,2795,72446,4156,1168,12386,3104,"6","",10,628,"0","155","0","0","155"
"2012","6920340","380052","Saint Alphonsus Medical Center - Ontario","351 SW Ninth Street","Ontario","OR","97914-2693","7/1/2011",366,"6/30/2012","Y","Y","5990219","Trinity Health","Livonia","MI","48152-7031",49,2741,8003,998,19967,57605,3851,77572,1611,744,4538,1296,"0","0",10,400,"66","13","7","0","86"
"2012","6920350","380038","Providence Willamette Falls Medical Center","1500 Division Street","Oregon City","OR","97045-1597","1/1/2012",366,"12/31/2012","Y","Y","5990344","Providence Health & Services","Renton","WA","98057-9016",89,4328,11885,1256,30142,122774,3258,152916,2376,1086,6186,1932,"0","0",0,296,"0","27","3","13","398"
"2012","6920370","384011","Blue Mountain Recovery Center","2600 Westgate","Pendleton","OR","97801-9604","",0,"","","","","","","","",60,257,20150,0,0,2360,0,2360,0,0,0,0,"","",3,155,"","","","",""
"2012","6920380","381319","St. Anthony Hospital","1601 SE Court Avenue","Pendleton","OR","97801-3217","",0,"","","Y","5990092","Catholic Health Initiatives","Englewood","CO","80112-5202",25,1605,5065,422,9498,39577,2022,49075,861,272,2852,865,"","",8,258,"","","","",""
"2012","6920418","380017","Legacy Good Samaritan Hospital and Medical Center","1015 NW 22nd Avenue","Portland","OR","97210-3099","4/1/2011",366,"3/31/2012","Y","Y","5992755","Legacy Health","Portland","OR","97209-1503",248,11870,54032,3464,30676,124353,9008,155029,6864,1397,27457,5449,"0","0",9,1139,"0","84","335","0","419"
"2012","6920510","380060","Adventist Medical Center-Portland","10123 SE Market Street","Portland","OR","97216-2599","1/1/2012",366,"12/31/2012","Y","Y","5990235","Adventist Health","Roseville","CA","95661-3898",248,11659,43620,2712,49565,505559,4268,555124,9634,2342,20702,5486,"0","9",30,1098,"12","84","49","158","303"
"2012","6920520","380061","Providence Portland Medical Center","4805 NE Glisan Street","Portland","OR","97213-2933","1/1/2012",366,"12/31/2012","Y","Y","5990344","Providence Health & Services","Renton","WA","98057-9016",426,21351,102696,7066,63299,1140439,23320,1203738,23799,5037,50698,9693,"0","0",27,2083,"0","227","69","99","1086"
"2012","6920540","380004","Providence St. Vincent Medical Center","9205 SW Barnes Road","Portland","OR","97225-6661","1/1/2012",366,"12/31/2012","Y","Y","5990344","Providence Health & Services","Renton","WA","98057-9016",528,28984,124235,8511,84798,688973,20855,773771,19980,4500,52540,11364,"0","0",4,2246,"0","219","109","185","1694"
"2012","6920560","383300","Shriners Hospitals for Children-Portland","3101 SW Sam Jackson Park Road","Portland","OR","97239-3009","1/1/2012",366,"12/31/2012","Y","Y","5994125","Shriners Hospitals for Children","Tampa","FL","33607-1435",8,550,2164,531,0,11268,783,11268,0,0,0,0,"0","0",8,175,"0","19","0","75","94"
"2012","6920570","380009","OHSU Hospital","3181 SW Sam Jackson Park Road","Portland","OR","97239-3098","7/1/2011",366,"6/30/2012","Y","","","","","","",522,29787,158438,14213,46399,688880,15866,735279,46185,8599,48681,8126,"0","0",159,5506,"0","75","0","0","75"
"2012","6920590","","Portland Veterans Affairs Medical Center","3710 SW U S Veterans Hospital Road","Portland","OR","97239-2964","",0,"","","Y","5999295","Department of Veterans Affairs","Washington","DC","20420-0001",303,5346,74330,783,14551,472807,2247,487358,0,0,0,0,"","",107,1653,"","","","",""
"2012","6920610","381313","Pioneer Memorial Hospital","1201 NE Elm Street","Prineville","OR","97754-1206","1/1/2012",366,"12/31/2012","Y","Y","5990250","St. Charles Health System, Inc.","Bend","OR","97701-6015",25,695,2719,112,9176,26848,767,36024,147,61,1839,536,"0","0",8,152,"0","7","0","0","81"
"2012","6920612","380040","St. Charles Medical Center - Redmond","1253 NW Canal Boulevard","Redmond","OR","97756-1395","1/1/2012",366,"12/31/2012","Y","Y","5990250","St. Charles Health System, Inc.","Bend","OR","97701-6015",48,2107,6095,1023,18387,42730,2000,61117,1602,688,3355,1020,"0","0",14,270,"0","32","0","0","216"
"2012","6920614","381311","Lower Umpqua Hospital District","600 Ranch Road","Reedsport","OR","97467-1795","7/1/2011",366,"6/30/2012","Y","","","","","","",16,597,1898,113,3508,17748,499,21256,94,43,1491,425,"0","0",3,105,"7","4","6","2","19"
"2012","6920620","380027","Mercy Medical Center","2700 Stewart Parkway","Roseburg","OR","97471-1281","7/1/2011",366,"6/30/2012","Y","Y","5990092","Catholic Health Initiatives","Englewood","CO","80112-5202",141,7459,27733,1595,46695,268980,698,315675,4789,1795,16387,3965,"4","0",0,582,"91","17","11","0","119"
"2012","6920630","","Veterans Affairs Roseburg Healthcare System","913 NW Garden Valley Boulevard","Roseburg","OR","97471-6513","",0,"","","Y","5999295","Department of Veterans Affairs","Washington","DC","20420-0001",88,3678,21858,1353,14387,347748,4589,362135,0,0,0,0,"","",89,1607,"","","","",""
"2012","6920660","384008","Oregon State Hospital","2600 Center Street NE","Salem","OR","97301-2682","",0,"","","","","","","","",638,1248,214983,0,0,5416,0,5416,0,0,0,0,"","",26,1197,"","","","",""
"2012","6920708","380051","Salem Hospital","665 Winter Street SE","Salem","OR","97301-3959","10/1/2011",366,"9/30/2012","Y","Y","5990403","Salem Health","Salem","OR","97309-5014",408,20719,87400,6980,93706,276632,5730,370338,15588,3495,45031,9657,"0","0",47,2626,"220","58","204","0","482"
"2012","6920725","381303","Providence Seaside Hospital","725 South Wahanna Road","Seaside","OR","97138-7735","1/1/2012",366,"12/31/2012","Y","Y","5990344","Providence Health & Services","Renton","WA","98057-9016",47,851,9882,181,8929,111426,948,120355,5362,235,2397,563,"0","0",14,271,"0","23","15","49","139"
"2012","6920740","380029","Silverton Hospital","342 Fairview Street","Silverton","OR","97381-1993","10/1/2011",366,"9/30/2012","Y","","","","","","",48,3270,8809,1058,22830,137561,2066,160391,2816,1234,1395,843,"0","0",32,526,"44","42","55","56","197"
"2012","6920741","380020","McKenzie-Willamette Medical Center","1460 'G' Street","Springfield","OR","97477-4197","1/1/2012",366,"12/31/2012","Y","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325",113,6310,20908,2747,32273,23125,3605,55398,2866,941,12584,3509,"0","0",0,317,"335","14","138","0","487"
"2012","6920743","380056","Santiam Memorial Hospital","1401 North 10th Avenue","Stayton","OR","97383-1399","1/1/2012",366,"12/31/2012","Y","","","","","","",40,899,2468,343,10340,24632,1227,34972,384,172,1476,451,"0","0",12,191,"0","14","0","0","14"
"2012","6920770","380001","Mid-Columbia Medical Center","1700 East 19th Street","The Dalles","OR","97058-3317","1/1/2012",366,"12/31/2012","Y","","","","","","",49,2123,6486,577,15968,104629,1533,120597,1391,583,3802,1133,"0","11",6,537,"21","36","3","45","69"
"2012","6920780","381317","Tillamook County General Hospital","1000 Third Street","Tillamook","OR","97141-3430","1/1/2012",366,"12/31/2012","Y","Y","5990235","Adventist Health","Roseville","CA","95661-3898",25,1218,2796,223,10424,55364,1206,65788,240,107,1838,551,"0","0",16,304,"0","26","8","10","44"
"2012","6920805","380089","Legacy Meridian Park Hospital","19300 SW 65th Avenue","Tualatin","OR","97062-9741","4/1/2011",366,"3/31/2012","Y","Y","5992755","Legacy Health","Portland","OR","97209-1503",130,7863,26702,2423,29033,70555,5972,99588,1712,483,16445,4367,"0","0",0,520,"0","37","226","0","263"
"2012","6930006","054111","Canyon Ridge Hospital","5353 'G' Street","Chino","CA","91710-5250","1/1/2012",366,"12/31/2012","Y","Y","5999555","Universal Health Services, Inc.","King of Prussia","PA","19406-3121",106,5506,30425,0,0,11300,0,11300,8971,1455,7612,1230,"","",5,236,"","","","",""
"2012","6930007","050336","Lodi Memorial Hospital","975 South Fairmont Avenue","Lodi","CA","95240-5179","1/1/2012",366,"12/31/2012","Y","","","","","","",206,6201,30271,1535,37395,145192,2709,182587,6183,1141,14816,2831,"","",23,938,"","","","",""
"2012","6930008","050242","Dominican Hospital","1555 Soquel Drive","Santa Cruz","CA","95065-1794","",0,"","","Y","5995205","Dignity Health","San Francisco","CA","94107-1773",276,12900,67051,2715,42146,163640,4791,205786,13695,2373,32818,5889,"","",39,1615,"","","","",""
"2012","6930009","050581","Lakewood Regional Medical Center","3700 East South Street","Lakewood","CA","90712-1498","1/1/2012",366,"12/31/2012","Y","Y","5990063","TENET Healthcare Corporation","Dallas","TX","75202-2703",153,8207,35521,1721,45207,11435,2022,56642,8037,1585,20550,4747,"0","0",0,584,"468","0","0","51","519"
"2012","6930015","050076","Kaiser Permanente San Francisco Medical Center","2425 Geary Boulevard","San Francisco","CA","94115-3358","1/1/2012",366,"12/31/2012","Y","Y","5992105","Kaiser Foundation Hospitals","Oakland","CA","94612-3600",215,12539,59533,3485,33027,25623,7258,58650,1001,230,24515,4930,"","",0,2003,"0","565","0","0","565"
"2012","6930016","050464","Doctors Medical Center","1441 Florida Avenue","Modesto","CA","95350-4418","1/1/2012",366,"12/31/2012","Y","Y","5990063","TENET Healthcare Corporation","Dallas","TX","75202-2703",455,22879,114380,5868,84035,87726,5438,171761,46974,8824,38508,7221,"0","11",0,1672,"","","","","624"
"2012","6930023","054110","Fremont Hospital","39001 Sundale Drive","Fremont","CA","94538-2005","1/1/2012",366,"12/31/2012","Y","Y","5999555","Universal Health Services, Inc.","King of Prussia","PA","19406-3121",96,3968,31887,0,0,12766,0,12766,2455,385,9358,767,"0","0",0,161,"0","0","0","15","15"
"2012","6930024","054093","Loma Linda University Behavioral Medicine Center","1710 Barton Road","Redlands","CA","92373-5304","1/1/2012",366,"12/31/2012","Y","Y","5992175","Loma Linda University Adventist Health Sciences Center","Loma Linda","CA","92350-1700",89,4351,25967,0,0,25361,0,25361,7657,1150,6496,972,"","",4,198,"","","","",""
"2012","6930029","050690","Kaiser Permanente Santa Rosa Medical Center","401 Bicentennial Way","Santa Rosa","CA","95403-2192","1/1/2012",366,"12/31/2012","Y","Y","5992105","Kaiser Foundation Hospitals","Oakland","CA","94612-3600",117,8395,30892,2375,45390,7362,7362,52752,1410,402,15044,3638,"","",0,987,"","","","",""
"2012","6930030","050211","Alameda Hospital","2070 Clinton Avenue","Alameda","CA","94501-4397","7/1/2011",366,"6/30/2012","Y","","","","","","",126,2945,30448,689,9505,31882,1545,41387,11029,733,9835,1215,"","",6,248,"","","","",""
"2012","6930031","050043","Alta Bates Summit Medical Center - Summit Campus","350 Hawthorne Avenue","Oakland","CA","94609-3100","1/1/2012",366,"12/31/2012","Y","Y","5998795","Sutter Health","Sacramento","CA","95833-4134",414,12055,74502,4106,41175,79601,2846,120776,13810,2417,40252,7488,"","",1,1271,"485","0","215","0","700"
"2012","6930032","050047","California Pacific Medical Center","2333 Buchanan Street","San Francisco","CA","94115-1925","1/1/2012",366,"12/31/2012","Y","Y","5998795","Sutter Health","Sacramento","CA","95833-4134",785,28433,160138,7577,54502,399319,11645,453821,21906,3006,67317,10086,"","",0,2891,"","","","","1663"
"2012","6930036","052033","Kindred Hospital-Sacramento","330 Montrose Drive","Folsom","CA","95630-2720","",0,"","","Y","5990026","Kindred Healthcare","Louisville","KY","40202-2412",34,333,9818,0,0,0,0,0,563,11,7591,251,"","",0,84,"","","","",""
"2012","6930037","050516","Mercy San Juan Medical Center","6501 Coyle Avenue","Carmichael","CA","95608-0306","7/1/2011",366,"6/30/2012","Y","Y","5995205","Dignity Health","San Francisco","CA","94107-1773",359,20871,90035,4786,68894,51861,5911,120755,31940,6611,34462,7400,"","",50,2126,"","","","",""
"2012","6930039","050684","Menifee Valley Medical Center","28400 McCall Boulevard","Sun City","CA","92585-9537","",0,"","","Y","5990043","Physicians for Healthy Hospitals","Hemet","CA","92543-3083",82,3533,15988,635,6780,28485,2163,35265,6109,788,4983,1679,"","",7,364,"","","","",""
"2012","6930040","050765","Kaiser Permanente Moreno Valley Medical Center","27300 Iris Avenue","Moreno Valley","CA","92555-4800","1/1/2012",366,"12/31/2012","Y","Y","5992105","Kaiser Foundation Hospitals","Oakland","CA","94612-3600",71,3920,11982,703,31768,2518,2518,34286,3111,673,5141,1940,"0","",0,214,"0","0","96","0","96"
"2012","6930041","050689","San Ramon Regional Medical Center","6001 Norris Canyon Road","San Ramon","CA","94583-5400","1/1/2012",366,"12/31/2012","Y","Y","5990063","TENET Healthcare Corporation","Dallas","TX","75202-2703",123,4421,16890,1712,14180,59517,4073,73697,460,112,8281,1804,"","",0,423,"","","","","554"
"2012","6930042","050696","Keck Hospital of USC","1500 San Pablo Street","Los Angeles","CA","90033-5313","7/1/2011",366,"6/30/2012","Y","","","","","","",250,10260,76257,6881,0,185342,7122,185342,11554,1126,35906,4704,"0","0",0,3074,"457","0","0","0","457"
"2012","6930043","050454","UCSF Medical Center","500 Parnassus Avenue","San Francisco","CA","94143-0296","7/1/2011",366,"6/30/2012","Y","Y","5996405","University of California-Systemwide Administration","Oakland","CA","94607-5200",650,28826,178308,12989,37560,905519,14225,943079,48207,6547,48509,8783,"0","0",0,5989,"0","2015","0","0","2015"
"2012","6930045","050329","Corona Regional Medical Center","800 South Main Street","Corona","CA","92882-3420","",0,"","","Y","5999555","Universal Health Services, Inc.","King of Prussia","PA","19406-3121",240,9146,50199,2284,78534,120189,3261,198723,11002,2042,23272,3771,"","",6,801,"","","","",""
"2012","6930046","053034","HEALTHSOUTH Tustin Rehabilitation Hospital","14851 Yorba Street","Tustin","CA","92780-2925","1/1/2012",366,"12/31/2012","Y","Y","5990023","HEALTHSOUTH Corporation","Birmingham","AL","35243-3332",48,1388,15105,0,0,0,0,0,497,40,10336,926,"","",2,126,"","","","",""
"2012","6930047","050393","Downey Regional Medical Center","11500 Brookshire Avenue","Downey","CA","90241-4917","",0,"","","","","","","","",181,11583,41525,1636,25698,100564,3773,126262,8779,2046,20153,5511,"","",20,969,"","","","",""
"2012","6930048","050091","Community Hospital of Huntington Park","2623 East Slauson Avenue","Huntington Park","CA","90255-2926","1/1/2012",366,"12/31/2012","Y","Y","5990869","Avanti Hospitals","El Segundo","CA","90245-5614",81,3895,11126,816,28718,1264,874,29982,4245,1611,4099,1209,"0","0",0,217,"0","0","37","100","137"
"2012","6930049","050709","Desert Valley Hospital","16850 Bear Valley Road","Victorville","CA","92395-5794","1/1/2012",366,"12/31/2012","Y","Y","5990357","Prime Healthcare Services","Ontario","CA","91761-8655",75,7389,28132,1263,33444,30088,751,63532,7690,2445,14772,4198,"0","9",5,539,"130","0","53","10","193"
"2012","6930051","050138","Kaiser Permanente Los Angeles Medical Center","4867 Sunset Boulevard","Los Angeles","CA","90027-5969","1/1/2012",366,"12/31/2012","Y","Y","5992105","Kaiser Foundation Hospitals","Oakland","CA","94612-3600",464,23369,120620,7811,72587,2222398,7183,2294985,4374,1043,46679,7973,"","",536,4972,"","","","",""
