"a_Name","Year","Total_Revenue","NPR","HMA_System_Name","HMA_Member"
"Benefis Health System (MT)","2016",405373664,387009103,NA,NA
"Berkshire Health Systems, Inc. (MA)","2016",588370681,527214179,NA,NA
"Beth Israel Deaconess Medical Center","2016",2527574000,2102816000,"Beth Israel Deaconess Medical Center","Y"
"Bethesda Healthcare System (FL)","2016",335284972,298928288,NA,NA
"Bexar County Hospital District d/b/a University Health System (TX)","2016",1585899000,754014000,NA,NA
"BJC HealthCare (MO)","2016",4988500000,4585900000,"BJC HealthCare","Y"
"Blanchard Valley Health System (OH)","2016",345994000,315151000,NA,NA
"Blount Memorial Hospital (TN)","2016",253776945,241516923,NA,NA
"BMC Health System (Boston Medical Center) (MA)","2016",2866399000,947598000,NA,NA
"Boca Raton Regional Hospital (FL)","2016",462958151,444529460,NA,NA
"Bon Secours Health System, Inc. (MD)","2016",3224113000,3108640000,"Bon Secours Health System","Y"
"Boston Children's Hospital (MA)","2016",2377085000,1821161000,NA,NA
"Boulder Community Health (CO)","2016",344452466,321821640,NA,NA
"Bozeman Health Services (MT)","2016",288150541,270377170,NA,NA
"Brookhaven Health Care Services Corporation (NY)","2016",277382858,267061095,NA,NA
"Butler Health System (PA)","2016",334119312,311721832,NA,NA
"Campbell County Hospital District (WY)","2016",185099718,157330092,NA,NA
"Cape Cod Healthcare, Inc. (MA)","2016",848256684,816639234,NA,NA
"Cape Fear Valley Health Systems (dba Cumberland County Hospital System) (NC)","2016",719742000,661305000,NA,NA
"Capital Region Medical Center (MO)","2016",179240573,173450257,NA,NA
"Care New England System (RI)","2016",1170160888,1057561691,NA,NA
"CareGroup (MA)","2016",3194500000,2732806000,NA,NA
"Carilion Clinic (VA)","2016",1499485000,1395345000,"Carilion Clinic","Y"
"Carolinas HealthCare System (NC)","2016",5915935000,5136830000,"Atrium Health","Y"
"Caromont Health (NC)","2016",509835688,517716014,NA,NA
"Carson Tahoe Health System (NV)","2016",273746000,267527000,NA,NA
"Catholic Health Initiatives (CO)","2016",15430891000,13847027000,"Catholic Health Initiatives","N"
"Catholic Health Services of Long Island (NY)","2016",2552523000,2368202000,NA,NA
"Catholic Health System (NY)","2016",1097107000,1067652000,NA,NA
"Cedars-Sinai Medical Center (CA)","2016",3600819000,3319473000,"Cedars-Sinai","Y"
"Centegra Health System (IL)","2016",506083000,468025000,NA,NA
"CentraCare Health (MN)","2016",1122879698,1162499640,NA,NA
"Central Florida Health Alliance","2016",410116000,392730000,NA,NA
"Central Washington Hospital & Clinics","2016",322427000,326710000,NA,NA
"Charleston Area Medical Center Health System, Inc. (WV)","2016",1041574000,961547000,NA,NA
"Children's Health Services of Texas dba Children's Medical Center of Dallas","2016",1488741000,1255297000,NA,NA
"Children's Healthcare of Atlanta (GA)","2016",1784360000,1465791000,NA,NA
"Children's Healthcare of California","2016",683716000,584371000,NA,NA
"Children's Hospital and Clinics of Minnesota","2016",925184000,834499000,NA,NA
"Children's Hospital And Health System (WI)","2016",1037948000,644900000,NA,NA
"Children's Hospital Colorado Health System","2016",1043779000,911886000,NA,NA
"Children's Hospital Los Angeles (CA)","2016",969944000,797200000,NA,NA
"Children's Hospital Medical Center (OH)","2016",831640000,714858000,NA,NA
"Children's Hospital of Alabama","2016",744944469,693388274,NA,NA
"Children's Hospital of Philadelphia (The) (PA)","2016",2581469000,2212536000,NA,NA
"Children's Mercy Hospital (MO)","2016",1218566000,1026943000,NA,NA
"Children’s Hospital of Chicago Medical Center and Affiliated Corporations dba Ann & Robert Lurie Children's Hospital of Chicago (IL)","2016",983316550,793933850,NA,NA
"Children’s National Medical Center (DC)","2016",1049728000,949625000,NA,NA
"Christ Hospital Health Network (The) (OH)","2016",905711000,841029000,NA,NA
"Christiana Care Health Services (DE)","2016",1763821415,1699576678,"Christiana Care Health System","Y"
"CHRISTUS Health (TX)","2016",4140025000,3317880000,"CHRISTUS Health","N"
"Cincinnati Children's Hospital Medical Center (OH)","2016",2310637000,1597867000,NA,NA
"Circle Health, Inc (MA)","2016",475051000,462978000,NA,NA
"City of Hope (CA)","2016",1901594000,1119808000,NA,NA
"Cleveland Clinic Health System (OH)","2016",8385744000,7249372000,"Cleveland Clinic","Y"
"CMC (Catholic Medical Center ) Healthcare System (NH)","2016",377223956,355008107,NA,NA
"Columbus Regional Healthcare System (GA)","2016",450065535,393568617,NA,NA
"Comanche County Memorial Hospital (OK)","2016",256151153,246126775,NA,NA
"Community Health Network (IN)","2016",2218153000,2073006000,NA,NA
"Community Health Systems (TN)","2016",1.7568e+10,1.8438e+10,NA,NA
"Community Memorial Health System (CA)","2016",402682545,341039442,NA,NA
"Concord Hospital (NH)","2016",475488000,417710000,NA,NA
"Cone Health aka Moses H. Cone Health (NC)","2016",1704991000,1560610000,"Cone Health","Y"
"Conway Hospital (SC)","2016",201991920,188171232,NA,NA
"Cook Children's Health Care System (TX)","2016",1561059000,1051872000,NA,NA
"Cooper Health System (NJ)","2016",1188630000,1079453000,NA,NA
"Cottage Health System (CA)","2016",813963000,734109000,NA,NA
"Covenant Health Systems, Inc (MI)","2016",627590000,591618000,NA,NA
"CoxHealth (MO)","2016",1373411312,1149215719,"CoxHealth","Y"
"Dana Farber Cancer Center (MA)","2016",1413617000,925328000,NA,NA
"Dartmouth-Hitchcock (NH)","2016",1785842000,1634154000,"Dartmouth-Hitchcock Medical Center","Y"
"DCH Health Authority aka DCH Health System (AL)","2016",542238002,502414168,NA,NA
"Deaconess Health System (IN)","2016",911726078,849224390,NA,NA
"Decatur Hospital Authority dba Wise Regional Health System (TX)","2016",416951519,250837094,NA,NA
"Dekalb Regional Health System (GA)","2016",464984000,452088000,NA,NA
"Delta Regional Medical Center (MS)","2016",124948739,123003348,NA,NA
"Dignity Health (CA)","2016",12498217000,11542262000,"Dignity Health","Y"
"Doctors Community Hospital (MD)","2016",222281176,220501004,NA,NA
"Duke University Health System (NC)","2016",2996939000,2977113000,"Duke University Health System","Y"
"East Alabama Medical Center","2016",343756185,314605683,NA,NA
"East Jefferson General Hospital (LA)","2016",361464317,329582232,NA,NA
"East Texas Medical Center Regional Healthcare System","2016",909661000,784060000,NA,NA
"Eastern Maine Healthcare Systems","2016",1569177000,1455872000,NA,NA
"Ector County Hospital District (TX)","2016",338565314,239328838,NA,NA
"Edward-Elmhurst Healthcare (IL)","2016",1215633000,1184597000,NA,NA
"Eisenhower Medical Center (CA)","2016",703323000,648828000,NA,NA
"El Paso County Hospital District (TX)","2016",657477000,241876000,NA,NA
"Elliot Health System (NH)","2016",529743981,507803553,"Elliot Health System","Y"
"Emory Healthcare (GA)","2016",519588000,477669000,"Emory Healthcare","Y"
"Encompass Health Corporation (formerly known as) HealthSouth Corporation (AL)","2016",3479200000,3326593288.39556,NA,NA
"Erlanger Health System (TN)","2016",790426443,778002400,NA,NA
"Essentia Health (MN)","2016",1902021000,1894389000,NA,NA
"Evangelical Community Hospital (PA)","2016",219022519,212375559,NA,NA
"Evangelical Good Samaritan Society (SD)","2016",1082697000,1026260000,NA,NA
"Evergreen Home Health (WA)","2016",658127000,597304000,NA,NA
"Excela Health (PA)","2016",537407000,508774000,NA,NA
"Fairfield Medical Center (OH)","2016",286687936,274499069,NA,NA
"Fairview Health Services (MN)","2016",4454105000,3803552000,"Fairview Health Services","Y"
"Faith Regional Health Services (NE)","2016",198681023,190071410,NA,NA
"Firelands Regional Health System (OH)","2016",286757414,250328298,NA,NA
"FirstHealth of the Carolinas (NC)","2016",722397000,549210000,NA,NA
"Floyd Regional Medical Center (GA)","2016",396556781,396526777,NA,NA
"Forrest General Hospital (MS)","2016",534342113,520266217,NA,NA
"Fort HealthCare, Inc. (WI)","2016",118949069,110548777,NA,NA
"Franciscan Alliance (IN) d/b/a Sisters of St. Francis","2016",3056651000,2670682000,NA,NA
"Franciscan Missionaries of Our Lady Health System, Inc. (LA)","2016",1829020000,1743335000,NA,NA
"Franciscan Sisters of Christian Charity Sponsored Ministries, Inc. (WI)","2016",207742375,178659834,NA,NA
"Frederick Regional Health System Inc. (MD)","2016",377708000,372033000,NA,NA
"Freeman Health System (MO)","2016",548668808,529074668,NA,NA
"Froedtert Health (WI)","2016",1988906000,1982078000,NA,NA
"GBMC HealthCare (Parent Co. of Greater Baltimore Medical Center) (MD)","2016",525528000,502763000,NA,NA
"Geisinger Health System (PA)","2016",6042771000,2973038000,"Geisinger Health System","Y"
"Genesis Health System (IA)","2016",634241821,587437579,NA,NA
"Genesis Health, Inc. dba Brooks Rehabilitation (FL)","2016",194873860,158251032,NA,NA
"Genesis Healthcare System (OH)","2016",516418534,436680904,NA,NA
"Gerald Champion Regional Medical Center (NM)","2016",156884883,151335832,NA,NA
"Great Plains Regional Medical Center (NE)","2016",42369900,40528085,NA,NA
"Greenville Health System (SC)","2016",2143139000,2060562000,NA,NA
"Greenwich Healthcare Services, Inc and Subsidiaries (CT)","2016",386865000,384207000,NA,NA
"Gundersen Lutheran (WI)","2016",1173936000,811424000,NA,NA
"Guthrie Healthcare System (PA)","2016",686891000,667567000,NA,NA
"Gwinnett Hospital System, Inc. (GA)","2016",700727000,688129000,NA,NA
"H. Lee Moffit Cancer Care Center (FL)","2016",1011225154,852288229,NA,NA
"Hackensack University Health Network (NJ)","2016",1726021000,1479332000,"Hackensack University Medical Center","N"
"Halifax Health (FL)","2016",525964000,489861000,NA,NA
"Hanover Healthcare Plus (PA)","2016",196869000,191491000,NA,NA
"Hartford HealthCare Corporation (CT)","2016",2745524000,2350802000,NA,NA
"Hawaii Pacific Health","2016",1236023131,1191835992,"Hawai'i Pacific Health","Y"
"HCA (TN)","2016",4.149e+10,4.149e+10,"HCA Healthcare","Y"
"Health Care Authority for Baptist Health, Inc. (AL)","2016",607181254,606643694,NA,NA
"Health First, Inc. (FL)","2016",1434604000,874222000,"Health First","Y"
"Health Quest Systems, Inc. (NY)","2016",1013101000,964770000,NA,NA
"HealthEast Care System (MN)","2016",999415000,968937000,NA,NA
"HealthPartners, Inc. (MN)","2016",6046566000,2758224000,NA,NA
"Heartland Regional Medical Center (IL)","2016",567005641,513361195,NA,NA
"Henry Ford Health System (MI)","2016",5886512000,2951266000,"Henry Ford Health System","Y"
"Henry Mayo Newhall Memorial Hospital (CA)","2016",325112857,312017716,NA,NA
"Heritage Valley Health System (NY)","2016",462956000,429069000,NA,NA
"Highland Hospital of Rochester (NY)","2016",347897015,313777832,NA,NA
"Holland Hospital (MI)","2016",224349257,218707618,NA,NA
"Holy Redeemer Health System (PA)","2016",393934000,361898000,NA,NA
"Holzer Health System (OH)","2016",322069595,315853962,NA,NA
"HonorHealth","2016",1716544000,1610066000,"HonorHealth","Y"
"Hospital Service District No. 1 of Terrebonne Parish (LA)","2016",275437000,214304000,NA,NA
"Hospital Service District No1 of the Parish of Tangipahoa dba North Oaks Health System (LA)","2016",299502288,290441558,NA,NA
"Hospital Sisters Health System (IL)","2016",2166221000,2196302000,"Hospital Sisters Health System","Y"
"Houston Methodist dba The Methodist Hospital System (TX)","2016",3860611000,3572254000,NA,NA
"Hugh Chatham Memorial Hospital (NC)","2016",95620206,88711437,NA,NA
"Hunterdon Healthcare System (NJ)","2016",290817191,273276408,NA,NA
"Hurley Medical Center (MI)","2016",472463308,428449520,NA,NA
"IASIS Healthcare Corporation (TN)","2016",3250588000,1963613000,NA,NA
"Immanuel Health Systems (NE)","2016",67028000,44020000,NA,NA
"Indiana University Health","2016",6038687000,5482330000,"Indiana University Health","Y"
"Infirmary Health System, Inc. (AL)","2016",622920090,627228443,NA,NA
"Ingalls Health System (IL) d/b/a UCN Community Health and Hospital Division","2016",356977000,296031000,NA,NA
"Inova Health System (VA)","2016",3407644000,2929635000,"Inova Health System","Y"
"Inspira Health Network (NJ)","2016",762113000,713553000,NA,NA
"INTEGRIS Health (OK)","2016",1472645000,1388711000,"INTEGRIS Health","Y"
"InterHealth Corp (CA) d/b/a/ PIH Health","2016",867765000,13279000,NA,NA
"Intermountain Health Care, Inc. (UT)","2016",6954100000,3705900000,"Intermountain Healthcare","Y"
"Jackson-Madison County Hospital dba West Tennessee Healthcare","2016",695344239,675064537,NA,NA
"Jackson Hospital & Clinic (AL)","2016",212869687,203646329,NA,NA
"Jefferson Health System (PA)","2016",1676035000,1582739000,NA,NA
"Jefferson Regional Medical Center","2016",179257183,168642479,NA,NA
"John Muir Health (CA)","2016",1734531000,1488491000,NA,NA
"Johns Hopkins Health System","2016",5768851000,5107694000,"Johns Hopkins Health System","Y"
"Jupiter Medical Center (FL)","2016",230681882,208654544,NA,NA
"Kaiser Foundation Hospitals (CA)","2016",6.5747e+10,62863166513.0326,"Kaiser Permanente","Y"
"Kalispell Regional Medical Center, Inc. (MT)","2016",305858611,292701371,NA,NA
"Kansas University Hospital Authority","2016",1926683000,1786713000,NA,NA
"Kaweah Delta Healthcare District (CA)","2016",610827711,537446928,NA,NA
"Keck Medicine of USC","2016",1534649705.75416,1467336000,"Keck Medicine of USC","Y"
"Kettering Medical Center Network (OH)","2016",1622873000,1495165000,NA,NA
"Kindred Healthcare, Inc. (KY)","2016",7229592000,7219519000,NA,NA
"King's Daughters' Health (IN)","2016",133244833,125312917,NA,NA
"Lafayette General Health (LGH) (LA)","2016",714800000,678197000,NA,NA
"Lahey Clinic Foundation, Inc. (MA)","2016",1201502000,1138952000,NA,NA
"Lake Hospital System (OH)","2016",367322841,321276574,NA,NA
"Lakeland Healthcare (MI)","2016",400629035,377996157,NA,NA
"Lakeland Regional Health Systems Inc. (FL)","2016",785129000,738534000,NA,NA
"Lawrence + Memorial Corporation (CT)","2016",439367233,418160496,NA,NA
"Lee Memorial Health System (FL)","2016",1694589000,1590411000,NA,NA
"Legacy Health System (OR)","2016",1762838000,1696541000,"Legacy Health","Y"
"Lehigh Valley Hospital & Health Network (PA)","2016",2074264000,1998771000,"Lehigh Valley Health Network","Y"
"Lexington County Health Services District (SC)","2016",951232747,924788023,NA,NA
"LHC Group (LA)","2016",900525000,861025644.122906,NA,NA
"LifeBridge Health (MD)","2016",1468402000,1416638000,NA,NA
"LifePoint Hospitals, Inc. (TN)","2016",6.364e+09,6.364e+09,NA,NA
"Lifespan (RI)","2016",2022797000,1824392000,"Lifespan","Y"
"Loma Linda University Adventist Health Sciences Center (CA)","2016",1778019000,1495768000,NA,NA
"Lucile Packard Children's Hospital at stanford (CA)","2016",1412115000,1313384000,NA,NA
"Maimonides Medical Center (NY)","2016",1142983000,1059970000,NA,NA
"Main Line Health, Inc. and Affiliates (PA)","2016",1676035000,1582739000,NA,NA
"MaineHealth","2016",2235992000,1998885000,NA,NA
"Major Health Partners (IN)","2016",412838727,403665392,NA,NA
"Marshall Health System (AL)","2016",163620052,151736928,NA,NA
"Marshfield Clinic Health System, Inc. (WI)","2016",2153428000,872664000,NA,NA
"Martin Health System (FL)","2016",545718000,512578000,NA,NA
"Mary Greely Medical Center (IA)","2016",179085213,175103252,NA,NA
"Mary Washington Healthcare (VA)","2016",621437071,581439515,NA,NA
"Mayo Clinic Health System (MN)","2016",1.1042e+10,9.22e+09,"Mayo Clinic","Y"
"MCG Health Systems, Inc. Dba Georgia Regents Health System","2016",618914451,580342100,NA,NA
"McLaren Health Care Corp. (MI)","2016",3792157000,2576102000,"McLaren Health Care","Y"
"McLeod Health (SC)","2016",1075756000,962482000,NA,NA
"Medical College of Wisconsin (The)","2016",950723000,375960000,NA,NA
"MEDNAX Services, Inc. (FL)","2016",3125271000,3183159000,NA,NA
"MedStar Health (MD)","2016",5186400000,4.386e+09,"MedStar Health","Y"
"Memorial Health Services aka MemorialCare Health System (CA)","2016",2222759000,1723092000,"MemorialCare Health System (CA)","Y"
"Memorial Health System (IL)","2016",1036676000,866548000,NA,NA
"Memorial Hermann Healthcare System (TX)","2016",4776016000,4498072000,"Memorial Hermann Health System","Y"
"Memorial Hospital at Gulfport (MS)","2016",485484617,475981956,NA,NA
"Memorial Sloan Kettering (NY)","2016",3970704000,3094461000,NA,NA
"Mercy Health (Formerly Known as Catholic Health Partners) (OH)","2016",4582946000,4204106000,"Mercy Health","Y"
"Mercy Health (MO)","2016",5229280000,4767409000,NA,NA
"Mercy Health Corporation (Formerly) Mercy Alliance, Inc. and Affiliates) (WI)","2016",1036672000,931306000,NA,NA
"Mercy Health Services, Inc. (MD)","2016",670290000,649167000,NA,NA
"Meridian Health (NJ)","2016",2068682000,1959878000,NA,NA
"Meritus Medical Center (MD)","2016",334339000,357672000,NA,NA
"Methodist Health System (TX)","2016",1443605000,1369638000,NA,NA
"Methodist Hospitals, Inc. (IN)","2016",360270802,295954006,NA,NA
"Methodist Le Bonheur Healthcare (TN)","2016",1977632000,1761819000,"Methodist Le Bonheur Healthcare","Y"
"Metro Health System - Cuyahoga County (OH)","2016",1031098000,895434000,NA,NA
"Michigan Medicine","2016",3751915728.90466,3587347000,"Michigan Medicine","Y"
"MidMichigan Health","2016",690671000,649695000,NA,NA
"Mission Health System (NC)","2016",1669535000,1540647000,NA,NA
"Mississippi Baptist Health System","2016",512925379,488230689,NA,NA
"Monongalia Health System (WV)","2016",303978267,304289692,NA,NA
"Montefiore Health System (NY)","2016",3922738000,3631760000,"Montefiore Health System","Y"
"Mount Nittany (PA)","2016",401858621,402281139,NA,NA
"Mount Sinai (FL)","2016",566992000,535456000,NA,NA
"Mount Sinai Health System (NY)","2016",2469254000,2251926000,NA,NA
"Mountain States Health Alliance (TN)","2016",1061079000,1021730000,NA,NA
"MultiCare Health System (WA)","2016",2000719000,1857268000,"MultiCare Health System","Y"
"Munson Healthcare (MI)","2016",890064000,814378000,"Munson Healthcare","N"
"Nash Health Care Systems (NC)","2016",220845437,214524318,NA,NA
"Nationwide Children’s Hospital, Inc. and Subsidiaries (OH)","2016",2219647000,1265518000,NA,NA
"Navicent Health (formerly Central Georgia Health Systems, Inc.)","2016",796139000,703958000,NA,NA
"NCH Healthcare Systems, inc. (IL)","2016",554733108,527778355,NA,NA
"Nebraska Medicine","2016",1130442000,1028709000,"Nebraska Medicine","Y"
"Nebraska Methodist Health System","2016",838109000,771595000,NA,NA
"Nemours Foundation (The) (FL)","2016",1255232751,1012577758,NA,NA
"New Hanover Regional Medical Center (NC)","2016",901601000,870044000,NA,NA
"New York-Presbyterian Healthcare System, Inc.","2016",7634111000,7057208000,"NewYork-Presbyterian","Y"
"New York City Health & Hospitals Corporation","2016",9540174000,5016976000,NA,NA
"New York Methodist Hospital","2016",1013866000,907778000,NA,NA
"Nicklaus Children's Health System (formerly Miami Children's Health System Inc.)","2016",704841736,639181101,NA,NA
"Norman Regional Hospital Authority (OK)","2016",372535906,368693310,NA,NA
"North Brevard County Hospital District (FL)","2016",140414914,142149493,NA,NA
"North Memorial Health Care (MN)","2016",918356663,847775522,NA,NA
"North Mississippi Health Services, Inc.","2016",918621000,862460000,NA,NA
"NorthBay Healthcare System (CA)","2016",570935000,460935000,NA,NA
"NorthEast Georgia Health System","2016",1059051313,1024015733,NA,NA
"Northern Arizona Healthcare Corporation","2016",604525000,598803000,NA,NA
"NorthShore University HealthSystems (IL)","2016",2045434000,1941878000,NA,NA
"Northwell Health, Inc. Formerly North Shore-Long Island Jewish Health System (NY)","2016",10185035000,8787323000,"Northwell Health","Y"
"Northwest Community Hospital (IL)","2016",566183601,526531431,NA,NA
"Northwestern Memorial Healthcare (IL)","2016",4839350000,4081581000,"Northwestern Medicine","Y"
"Norton Healthcare, Inc. (KY)","2016",2144240941,2040125527,"Norton Healthcare","Y"
"Novant Health (NC)","2016",4494153000,4104458000,"Novant Health","Y"
"NYU Langone Hospitals (Formerly) NYU Hospital Center","2016",3519751000,3322215000,NA,NA
"NYU Winthrop Hospital (formerly) Winthrop-University Hospital Association (NY)","2016",1374049508,1347111604,NA,NA
"Ochsner Clinic Foundation (LA)","2016",2790977000,2197029000,"Ochsner Health System","Y"
"Ohio State University Medical Center","2016",2628273000,2471249000,"Ohio State University Medical Center","Y"
"OhioHealth","2016",3579925000,3456251000,"OhioHealth","Y"
"Olmsted Medical Center (MN)","2016",200735001,196181846,NA,NA
"Orange Regional Medical Center (NY)","2016",454178000,444262000,NA,NA
"Orlando Health (FL)","2016",2493150000,2326032000,NA,NA
"OSF Healthcare System (IL)","2016",2465397000,2344550000,NA,NA
"OU Medical System","2016",1009411000,397187000,"OU Medical System","Y"
"Overlake Hospital (WA)","2016",521639000,494961000,NA,NA
"Owensboro Health (KY)","2016",582495000,567776000,NA,NA
"Palmetto Health (SC)","2016",1622862000,1489891000,"Palmetto Health","Y"
"Palomar Health (CA)","2016",721923000,667244000,NA,NA
"Parkland Health & Hospitals (Dallas County Hospital District) (TX)","2016",2183522000,772813000,NA,NA
"Parkview Health (IN)","2016",1595894000,1420568000,NA,NA
"Parkview Health System, Inc. (CO)","2016",366077461,354832817,NA,NA
"Partners Healthcare System, Inc. (MA)","2016",12376755000,7571548000,"Partners HealthCare","Y"
"PeaceHealth (WA)","2016",2327652000,2303824000,NA,NA
"Peninsula Regional Medical Center (MD)","2016",420385000,406946000,NA,NA
"Phoebe Putney Health System, Inc. (GA)","2016",676964000,653064000,NA,NA
"Phoenix Children's Hospital aka Children's Healthcare of AZ","2016",904045000,780777000,NA,NA
"Piedmont Hospital (GA)","2016",1971236000,1902333000,"Piedmont Healthcare","Y"
"Pinnacle Health System (PA)","2016",1054615000,1009947000,NA,NA
"Pocono Health System (PA)","2016",306031095,303729744,NA,NA
"Premier Health Partners (OH)","2016",1924767000,1730567000,NA,NA
"Presbyterian Healthcare Services (NM)","2016",3243360000,1020703000,"Presbyterian Healthcare Services","Y"
"Presence Health (IL)","2016",2668163000,2464191000,NA,NA
"Princeton HealthCare System (NJ)","2016",463595000,449734000,NA,NA
"ProHealth Care, Inc. (WI)","2016",798149000,688999000,NA,NA
"ProMedica Health System (OH)","2016",2920294000,1594977000,NA,NA
"Providence St. Joseph Health (WA)","2016",2.4359e+10,1.4769e+10,"Providence St. Joseph Health","Y"
"Public Hospital Distrcit No. 1 of King County, DBA Valley Medical Center (WA)","2016",562555922,519838301,NA,NA
"Queen's Health Systems (HI)","2016",1247657000,1117880000,NA,NA
"Rady Children's Hospital and Health Center (CA)","2016",1019849000,673787000,NA,NA
"Reading Health System (PA)","2016",979594000,924237000,NA,NA
"Redlands Community Hospital (CA)","2016",307277411,170440626,NA,NA
"Regional Health, Inc. (SD)","2016",639171000,606494000,NA,NA
"Regional One Health","2016",427637465,362356166,"Regional One Health","Y"
"Reid Hospital & Health Care Services (IN)","2016",402916651,390380673,NA,NA
"Renown Health (NV)","2016",1152716000,752684000,NA,NA
"Riverside Health System (IL)","2016",356887580,323877927,NA,NA
"Riverview Hospital (IN)","2016",445810811,431591258,NA,NA
"Rush University Medical Center (IL)","2016",2178516000,1916368000,"Rush University Medical Center","Y"
"RWJBarnabas Health, Inc","2016",3864476000,3471471000,"RWJBarnabas Health","Y"
"Saint Francis Health System (OK)","2016",1215691766,1191981407,NA,NA
"Saint Luke's Health System","2016",1340774061,1234916484,"Saint Luke's Health System","Y"
"Saint Peter's Healthcare System (NJ)","2016",484879000,450342000,NA,NA
"Salem Hospital (OR)","2016",573430000,522114000,NA,NA
"Samaritan Health Services (OR)","2016",1067586000,630862000,NA,NA
"San Juan Regional Medical Center (NM)","2016",306331418,297244459,NA,NA
"Sanford Health (SD)","2016",4243159000,3034443000,NA,NA
"Sarasota Memorial Health Care System (FL)","2016",783968876,702550286,NA,NA
"Scripps Health (CA)","2016",3051126000,2153878000,"Scripps Health","Y"
"Seattle Cancer Care Alliance (WA)","2016",528711000,494501000,NA,NA
"Seattle Children's Healthcare System (WA)","2016",1439595000,1133901000,NA,NA
"Select Medical Holdings Corporation (PA)","2016",4097815000,3918074234.33165,NA,NA
"Self Regional Healthcare (SC)","2016",397510696,351022846,NA,NA
"Sentara Healthcare (VA)","2016",5219155000,3463648000,"Sentara Healthcare","Y"
"Shands Jacksonville HealthCare (FL)","2016",664407000,650587000,NA,NA
"Shands Teaching Hospitals & Clinics Gainesville (FL)","2016",1361304000,1337704000,NA,NA
"Sharp HealthCare (CA)","2016",3602409000,2107784000,"Sharp HealthCare","Y"
"Sid Peterson Memorial Hospital dba Peterson Regional Medical Center (TX)","2016",128045392,123498200,NA,NA
"Sisters of Charity of Leavenworth (KS)","2016",2554100000,2366500000,"SCL Health","Y"
"Skagit County Public Hospital District No. 1 (WA)","2016",353383829,329786426,NA,NA
"Sky Lakes Medical Center (OR)","2016",250323000,221784000,NA,NA
"South Broward Hospital District dba Memorial Healthcare System (FL)","2016",1889571000,1806556000,NA,NA
"South Georgia Medical Center / Hospital Authority of Valdosta and Lowndes County Members","2016",342823000,324160000,NA,NA
"South Lake Hospital (FL)","2016",186043035,174599694,NA,NA
"South Nassau Communities Hospital (NY)","2016",515466585,488199318,NA,NA
"South Shore Health and Educational Corporation (MA)","2016",681611660,616742754,NA,NA
"Southcoast Health System, Inc. (MA)","2016",1007076000,920382000,NA,NA
"Southeast Missouri Hospital Association dba SoutheastHEALTH","2016",348759021,324083915,NA,NA
"Southeastern Regional Medical Center (NC)","2016",325399062,304367079,NA,NA
"Southern New Hampshire Health System","2016",324744711,294057830,NA,NA
"Southern Ohio Medical Center","2016",337466329,321554629,NA,NA
"Southwest Community Health System (CT)","2016",342564000,333380000,NA,NA
"Southwest Louisiana Health Care System, Inc., d/b/a Lake Charles
Memorial Health System","2016",343485000,328832000,NA,NA
"Sparrow Health System (MI)","2016",1324779000,1027225000,NA,NA
"Spartanburg Regional Healthcare System (SC)","2016",1170398000,1016925000,NA,NA
"Spectrum Health (MI)","2016",5168524000,2323353000,"Spectrum Health","Y"
"SSM Health Care (MO)","2016",6199643000,4220242000,"SSM Health","Y"
"St Luke's Health Corporation (MO)","2016",516342000,484503000,NA,NA
"St. Anthony’s Medical Center and Affiliates","2016",472768000,435898000,NA,NA
"St. Charles Health System (OR)","2016",744620000,624836000,NA,NA
"St. Clair Health Corporation (PA)","2016",322801000,306994000,NA,NA
"St. Elizabeth Healthcare (KY)","2016",1218908000,1141255000,NA,NA
"St. George Corporation (owner of Palos Community Hospital) (IL)","2016",458081000,380176000,NA,NA
"St. Joseph's Candler Health System (GA)","2016",539902648,489356446,NA,NA
"St. Joseph's Healthcare Systems (NJ)","2016",766979000,711081000,NA,NA
"St. Luke's Health System (ID)","2016",1946301000,1897503000,NA,NA
"St. Luke's University Health Network (PA)","2016",1349061493,1310293448,NA,NA
"Stamford Health, Inc. (CT)","2016",569014000,544621000,NA,NA
"Stanford Health care (CA)","2016",4019523000,3893005000,"Stanford Health Care","Y"
"Steward Health Care System, LLC (MA)","2016",4328465334.42171,3927420083.25786,NA,NA
"Stormont-Vail Healthcare (KS)","2016",660309112,618737150,NA,NA
"Summa Health System (OH)","2016",1391509000,844147000,"Summa Health System","Y"
"Sutter Health (CA)","2016",1.2125e+10,1.029e+10,"Sutter Health","Y"
"Swedish Covenant Hospital (IL)","2016",325241000,285669000,NA,NA
"SwedishAmerican Hospital and Subsidiary (IL)","2016",486699000,434602000,NA,NA
"Tallahassee Memorial Healthcare (FL)","2016",664163125,651857842,NA,NA
"Tanner Health System (GA)","2016",453400312,454351598,NA,NA
"Temple University Health System (PA)","2016",1649252000,1558863000,NA,NA
"Tenet Healthcare Corporation (TX)","2016",1.8776e+10,1.9621e+10,"Tenet Healthcare","Y"
"Texas Children's Hospital","2016",3092075000,1858024000,NA,NA
"Texas Health Resources","2016",4791748000,4300547000,"Texas Health Resources","Y"
"The Carle Foundation (IL)","2016",2701485000,784610000,NA,NA
"ThedaCare, Inc. (WI)","2016",907180000,857885000,NA,NA
"Thomas Health System, Inc. (WV)","2016",273405861,264121442,NA,NA
"Tift County Hospital Authority","2016",369394000,352099000,NA,NA
"Torrance Health Association (CA)","2016",627980000,541736000,NA,NA
