"Rank","a_Name","Year","Total_hospital_beds","Admissions","Inpatient_Days","Surgical_operations_inpatient","Emergency_room_visits","Other_outpatient_visits_non_ER","Surgical_operations_outpatient","Total_outpatient_visits","Total_Medicaid_days","Total_Medicaid_discharges","Total_Medicare_days","Total_Medicare_discharges","Physicians_and_dentists_FT","Total_personnel_FT","Total_Physicians_NE","Total_Physicians_TE","Total_Physicians_TG","Total_Physicians_TC","Total_Physicians_TP","All_Physicians","Hospitals"
91,"Acadia Healthcare Company, Inc. (TN)",2016,2840,77661,775437,14,16359,598829,241,615188,283745,25041,208779,18437,81,5647,0,17,5,25,47,175,38
92,"Hartford HealthCare Corporation (CT)",2011,1132,71019,370429,19627,321782,625523,39617,947305,85510,17124,186782,32910,231,7818,1118,245,188,12,2099,3893,5
92,"Hartford HealthCare Corporation (CT)",2012,1481,81383,457205,22199,404726,1066646,50728,1471372,119544,19429,224310,38774,238,9099,1494,394,493,131,2512,5262,6
92,"Hartford HealthCare Corporation (CT)",2013,1450,80248,453045,21701,381670,1055995,49171,1437665,114903,18028,225959,38756,247,9128,1294,477,995,144,2910,6067,6
92,"Hartford HealthCare Corporation (CT)",2014,1481,76483,441014,21632,379877,1057577,54551,1437454,113533,18102,216475,36543,280,8939,1168,558,1011,138,2875,6030,6
92,"Hartford HealthCare Corporation (CT)",2015,1434,76447,434792,20011,382892,1036874,50468,1419766,117834,19185,214484,37612,219,8721,1270,526,990,141,2927,6073,6
92,"Hartford HealthCare Corporation (CT)",2016,1481,73253,448734,21671,407147,1519339,51992,1926486,124369,20185,219845,38031,218,8255,1432,684,956,196,3268,6754,7
93,"Sisters of Charity of Leavenworth (KS)",2011,1440,62822,285861,18647,207843,1588748,22578,1796591,52450,10964,141149,28981,275,6787,965,269,383,10,1627,3529,8
93,"Sisters of Charity of Leavenworth (KS)",2012,2299,100655,495874,31234,320807,1869666,36624,2190473,60844,13149,196885,42682,282,10266,4129,397,949,48,5523,11328,9
93,"Sisters of Charity of Leavenworth (KS)",2013,2051,80738,447144,22763,313371,1655402,32366,1968773,63455,11715,183710,36548,425,9217,3060,418,771,112,4693,9479,8
93,"Sisters of Charity of Leavenworth (KS)",2014,2041,83290,443013,25627,302158,855395,31973,1157553,69279,12727,166617,35389,249,9353,3396,332,883,150,4761,9771,8
93,"Sisters of Charity of Leavenworth (KS)",2015,2118,87409,470477,26958,327054,937415,34043,1264469,118148,16246,176924,37384,262,9579,3224,365,1499,196,5284,10830,9
93,"Sisters of Charity of Leavenworth (KS)",2016,1858,81350,418432,23928,299127,738814,28978,1037941,81788,15607,147736,34861,205,8430,2798,286,616,111,4932,8948,8
94,"Baptist Memorial Health Care Corp. (TN)",2011,2204,86322,457379,22046,312974,314673,30866,627647,57390,14646,261824,42843,7,8733,1718,33,262,23,2914,4957,14
94,"Baptist Memorial Health Care Corp. (TN)",2012,2114,83789,453675,20297,327862,337041,29372,664903,55907,13899,265804,42489,4,8374,4447,787,886,18,6215,12357,14
94,"Baptist Memorial Health Care Corp. (TN)",2013,2088,83061,436887,20257,338918,379878,29087,718796,57890,13623,257478,44174,3,7691,4418,879,1078,0,6375,12753,14
94,"Baptist Memorial Health Care Corp. (TN)",2014,2103,84100,428775,19922,339824,392093,26821,731917,55885,13298,257587,44474,3,7654,3142,489,275,18,3924,7851,14
94,"Baptist Memorial Health Care Corp. (TN)",2015,2100,87575,444326,20917,374221,389292,26653,763513,60732,13805,254137,44654,10,7765,2300,677,553,9,3638,7187,14
94,"Baptist Memorial Health Care Corp. (TN)",2016,2722,112608,587874,28419,501004,693086,39730,1194090,106818,17243,341151,60207,91,10560,2465,581,1160,146,4539,8982,19
95,"The Carle Foundation (IL)",2013,358,20323,103279,6157,79924,714540,7716,794464,24262,4601,45727,8739,5,2558,211,421,0,5,637,1279,2
95,"The Carle Foundation (IL)",2014,358,22616,113232,6652,72660,770587,7806,843247,30072,6039,52088,9898,3,2730,240,518,0,0,758,1519,2
95,"The Carle Foundation (IL)",2015,389,23218,117901,6637,86879,1081505,7451,1168384,23317,6310,54759,9900,4,2639,61,459,139,25,684,1372,2
95,"The Carle Foundation (IL)",2016,515,26190,125072,6310,101464,1305517,10145,1406981,23772,5840,57448,11558,11,3091,142,480,169,77,868,1747,3
96,"Orlando Health (FL)",2011,2218,109823,616525,34838,378336,596477,38098,974813,203085,32274,216210,37698,358,15145,1881,351,447,0,2679,5716,4
96,"Orlando Health (FL)",2012,1989,99063,554415,32244,350091,597451,33082,947542,180074,25339,182686,32579,410,14821,1906,480,360,1,2747,5904,3
96,"Orlando Health (FL)",2013,1689,95850,533264,33544,357142,649354,35308,1006496,177689,24520,175260,30978,402,9425,1684,445,391,0,2520,5442,3
96,"Orlando Health (FL)",2014,1689,98994,550647,23507,251049,842861,39806,1093910,166013,21576,223414,41426,326,9686,460,29,224,0,713,1752,3
96,"Orlando Health (FL)",2015,1877,97202,546080,29483,367259,694946,30401,1062205,178148,23139,177551,31239,405,10393,1710,518,388,0,2616,5637,3
96,"Orlando Health (FL)",2016,2590,140494,750385,41380,598548,812109,42962,1410657,214359,30542,284856,52619,427,14670,1894,625,601,41,3161,6749,4
97,"Boston Children's Hospital (MA)",2011,395,17173,115615,7037,58782,577117,19497,635899,27162,4908,2055,223,202,7039,0,0,0,0,543,745,1
97,"Boston Children's Hospital (MA)",2012,395,15748,102885,6795,58782,600223,19747,659005,34103,5065,1506,208,357,7121,0,0,0,0,1814,2171,1
97,"Boston Children's Hospital (MA)",2013,395,15218,103065,6597,58588,600741,20323,659329,36812,4773,1928,222,349,7149,0,0,0,0,1758,2107,1
97,"Boston Children's Hospital (MA)",2014,395,15077,111094,6909,56707,602004,20750,658711,37563,4637,2184,211,347,7614,0,0,0,0,1893,2240,1
97,"Boston Children's Hospital (MA)",2015,415,15817,113969,6769,59191,607369,20212,666560,40683,5078,1839,203,333,7213,0,0,0,0,1721,2054,1
97,"Boston Children's Hospital (MA)",2016,415,14790,117070,6735,60425,642948,20817,703373,31293,4320,1918,191,320,8430,0,0,0,0,1921,2241,1
98,"Baptist Health South Florida",2011,1651,77377,355562,16628,282121,517475,18080,799595,70254,14415,150257,28028,115,9428,2039,166,893,135,3233,6581,6
98,"Baptist Health South Florida",2012,1492,72681,343334,16340,292795,574720,19873,867515,72682,15473,142558,27457,115,8449,1741,326,1039,749,3831,7801,6
98,"Baptist Health South Florida",2013,1482,71681,342942,16221,313116,590098,21145,903214,77249,13222,147629,28016,96,8443,1845,308,1065,578,3790,7682,6
98,"Baptist Health South Florida",2014,1453,73791,356366,16322,328974,603476,21450,932450,68915,16222,149761,27801,61,8747,2778,401,988,112,4279,8619,6
98,"Baptist Health South Florida",2015,1501,75440,364469,15867,366093,588682,20223,954775,68218,17598,163902,29750,96,8662,2430,452,1083,97,4062,8220,6
98,"Baptist Health South Florida",2016,1963,94575,466084,21876,436217,796338,26226,1232555,97251,20763,222763,40047,127,10517,2649,509,1398,108,4664,9455,7
99,"Children's Hospital of Philadelphia (The) (PA)",2011,469,28401,146143,7017,85749,1056451,18358,1142200,62991,9628,899,127,232,7877,0,0,0,0,1305,1537,1
99,"Children's Hospital of Philadelphia (The) (PA)",2012,480,31262,151266,7568,88212,1089707,18369,1177919,64905,9691,994,111,242,8061,0,0,0,0,1359,1601,1
99,"Children's Hospital of Philadelphia (The) (PA)",2013,493,28996,154551,7213,90378,1102746,18342,1193124,64989,12832,1040,125,233,8337,0,0,0,0,1268,1501,1
99,"Children's Hospital of Philadelphia (The) (PA)",2014,534,28156,159045,7715,86134,1105040,18065,1191174,64591,12216,1306,144,252,8616,0,0,0,0,858,1110,1
99,"Children's Hospital of Philadelphia (The) (PA)",2015,520,29065,162390,7872,93187,1166394,20752,1259581,65770,12912,697,96,954,9252,111,1297,0,0,1408,3770,1
99,"Children's Hospital of Philadelphia (The) (PA)",2016,546,28685,162513,7093,96213,1220457,20576,1316670,69887,13237,884,124,245,9300,0,0,0,0,1629,1874,1
100,"Baptist Healthcare System, Inc. and Affiliates (KY)",2011,1898,92870,430930,27548,261233,871553,55927,1132786,51311,12544,240720,43353,83,8340,1291,272,243,375,2181,4445,7
100,"Baptist Healthcare System, Inc. and Affiliates (KY)",2012,2153,95432,454562,28754,280934,1037820,59913,1318754,62560,15380,257154,45210,105,10013,1009,446,352,457,2242,4611,10
100,"Baptist Healthcare System, Inc. and Affiliates (KY)",2013,2119,98504,460626,27423,260244,1106431,60450,1366675,71968,15480,252681,47339,289,9856,1496,374,301,101,2272,4833,9
100,"Baptist Healthcare System, Inc. and Affiliates (KY)",2014,2013,92373,431095,28954,292740,1286922,70653,1579662,76029,17114,246349,45411,118,8911,1282,504,434,46,2266,4650,8
100,"Baptist Healthcare System, Inc. and Affiliates (KY)",2015,2031,92691,444191,28242,318989,1384985,70266,1703974,75891,18972,265588,47602,45,9376,1548,500,572,48,2668,5381,8
100,"Baptist Healthcare System, Inc. and Affiliates (KY)",2016,2212,106467,493864,32706,367122,2154603,82759,2521725,90898,22699,300075,54503,146,11405,1550,651,663,52,2916,5978,9
